Ind#,TDose,T1 Pos1,T1 Pos1,T1 Pos3,T2 Pos1,T2 Pos2,T2 Pos3,V Pre,DCE 1,DCE 2,DCE 3,T2w Pos1,T2w Pos2,T2w Pos3
606,0.34906,-5,53,197,1.6,5.9,3.7,150,197,219,208,-29,-20,-14
607,0.16791,-129,-99,-136,-5,-2.2,-4.6,153,195,204,209,-18,-29,-12
608,0.26832,15,40,-27,5.3,8.2,10.6,148,189,210,214,-16,-34,2
609,9.0586,143,182,119,15,18.9,28.2,153,190,213,216,-25,-40,11
610,0.4187,80,138,76,12.5,16.6,16.2,147,186,203,205,-27,-51,9
611,0.49805,63,103,75,10.1,10.4,10.3,150,197,218,216,-42,-60,7
612,0.90895,90,99,131,10.7,8,20.1,156,206,227,221,-45,-38,-7
613,7.7308,-1464,-1424,-48,-37.9,29.7,46.9,62,109,106,114,-80,-99,-11
614,1.3956,279,342,-1234,149.2,157.8,220.8,80,105,108,108,21,3,-41
615,0.34034,792,909,-343,35.7,54.3,138.6,157,106,126,122,76,70,-17
616,0.51874,104,157,620,-2.7,11.4,46.6,147,183,207,205,-40,-68,-9
617,1.0909,84,98,271,-0.3,9.8,17.2,160,181,197,192,8,-29,9
618,0.28493,132,139,315,1.2,8.7,7.6,148,192,208,211,-31,-33,2
619,0.63767,-58,-51,-17,-11.5,-8.1,-13.9,154,198,204,214,-33,-36,-22
620,0.56895,-27,-16,-25,-9,-7.2,-15.6,153,202,204,215,-41,-25,-27
621,3.06,123,129,124,1.7,5.1,-5.8,145,195,211,222,-37,-30,-18
622,0.082775,144,163,178,13.4,13.4,7.5,151,188,199,212,-31,-26,-16
623,0.013768,78,114,127,13.5,10.7,8.5,154,194,221,223,-19,-44,2
624,0.23919,61,112,107,13.8,9.9,13.5,174,214,234,228,-20,-27,-4
625,414.04,-137,-1182,32,-21.4,30.6,40.8,62,109,106,114,-31,-39,-22
626,5.0903,60,168,154,263.9,242.3,147.3,80,105,108,108,-58,-85,-19
627,1.233,358,415,189,63.5,79.7,126.7,157,106,126,122,82,52,-11
628,0.4609,106,598,550,6.9,18.4,49.8,147,183,207,205,-53,-78,9
629,0.17874,46,84,166,-5.7,5.9,14.6,160,181,197,192,-21,-70,24
630,0.40848,136,157,298,1.4,9.6,7.9,148,192,208,211,-23,-32,7
631,0.92698,-34,-41,78,-6.2,-3,-10.1,154,198,204,214,-30,-27,-16
632,0.4458,-42,-57,29,-6.2,-5.1,-13.9,153,202,204,215,-48,-36,-18
633,0.41005,74,61,132,0.2,2.3,-9.6,145,195,211,222,-27,-24,-24
634,6.075,145,154,203,10.8,11.6,8.1,151,188,199,212,-32,-16,-18
635,0.32996,88,110,141,10.9,9.1,12.4,154,194,221,223,-16,-41,0
636,0.011178,75,106,112,12.5,10.3,18.1,174,214,234,228,-16,-36,2
637,115.04,-48,69,-59,-42.8,2.8,46.1,77,91,89,100,-23,-40,-2
638,104.41,-26,97,-11,41.3,24.4,146.6,60,110,116,111,-99,-142,-7
639,1.3192e+05,265,369,139,196.9,120.9,120.7,123,93,118,101,16,-16,-13
640,0.50069,644,646,484,48.2,34.9,70.4,146,153,179,178,-37,-16,-19
641,0.22645,11,89,57,-8.9,-6.8,18.2,158,185,203,208,-55,-48,-25
642,0.19409,133,224,240,-1.6,-0.7,11.1,152,177,203,216,-9,-11,-5
643,0.22535,-12,37,229,1.7,0.2,-2,147,197,215,216,-18,-46,5
644,0.12338,-76,-75,143,0.6,-0.7,-7.2,160,197,212,208,-32,-66,16
645,0.025223,-39,-52,155,4.4,4.7,-5.5,163,214,219,223,-9,-57,9
646,0.38794,87,89,210,10.5,15,9,163,202,212,224,-25,-41,-2
647,0.070761,79,74,149,9.1,13.2,17.9,160,202,227,233,-20,-36,-9
648,0.01527,91,76,118,9.5,13.7,29.2,177,212,234,224,-29,-36,-11
649,5.4898,-146,-28,-105,-61.5,-13.8,21.2,77,91,89,100,-20,-46,-12
650,11.14,-46,64,-12,9.8,6.5,42.4,60,110,116,111,-89,-110,-21
651,1.5653,199,313,187,209.8,118.8,121.8,123,93,118,101,-61,-71,-21
652,0.41024,560,628,490,58.3,46.1,93.5,146,153,179,178,10,26,-23
653,0.24687,17,48,-49,-7.1,-9.4,23.3,158,185,203,208,-59,-48,-36
654,0.22709,151,192,164,-4.7,-6.4,12,152,177,203,216,-6,-18,-2
655,0.12955,33,79,242,0.7,-1.4,0,147,197,215,216,-20,-22,-23
656,0.062863,-72,-58,137,1.7,0.6,-4.5,160,197,212,208,-24,-25,-22
657,0.014899,-63,-71,129,5.5,6.4,-3.8,163,214,219,223,-26,-52,-9
658,0.35098,55,51,180,11.9,18.5,8.1,163,202,212,224,-42,-56,-7
659,6.2713,51,50,121,11.2,17.5,16.7,160,202,227,233,-18,-25,-24
660,0.0133,67,70,91,12.2,18.1,26.1,177,212,234,224,-33,-38,-20
661,5.9644,-230,-74,-68,-75.9,-37.1,-127.9,76,85,96,96,-18,-36,-19
662,4.7544,-131,-85,-35,-42.3,18.7,-106,76,88,110,103,-64,-77,-17
663,0.80321,113,218,198,161.7,111,94.5,89,101,123,102,-86,-106,-14
664,0.23789,460,591,506,56.1,59.5,113.3,150,126,153,146,59,32,9
665,0.35509,-10,25,-168,-6,-2.7,28.5,146,190,211,223,-41,-69,-5
666,0.67651,129,118,40,-9.2,-7,11.1,157,177,207,216,9,-14,-16
667,0.17717,85,82,222,-2.7,-1.8,3.9,156,187,223,210,-9,0,-28
668,0.044064,-41,-47,106,0.9,0.8,0.6,164,195,225,217,-21,5,-42
669,0.012818,-69,-71,76,5.5,6.8,-0.7,176,213,224,223,-34,-24,-37
670,1.5809,38,36,149,11.1,18.3,6,170,199,222,234,-37,-25,-30
671,9.5088,32,33,86,11.5,17.9,12.1,172,203,231,238,-14,-20,-23
672,0.18571,37,60,42,14.8,19.7,18.8,180,213,235,232,-36,-45,-20
673,6.6098,-162,-56,92,-61.1,0,-127.8,76,85,96,96,-20,-26,-12
674,4.3271,-139,-189,72,7.7,53.3,-137.3,76,88,110,103,-24,-39,-25
675,0.8019,91,74,342,181.2,169,7.5,89,101,123,102,-63,-74,-30
676,0.32855,222,351,473,78,126.2,119.6,150,126,153,146,65,52,13
677,0.55699,-12,142,-166,8.8,24.3,40.9,146,190,211,223,-29,-25,-7
678,0.92973,-2,78,-126,-7,3.6,11,157,177,207,216,11,-27,-25
