Ind#,TDose,T1 Pre,T1 Pos1,T1 Pos1,T1 Pos3,T2 Pre,T2 Pos1,T2 Pos2,T2 Pos3,V Pre,DCE 1,DCE 2,DCE 3,T2w Pre,T2w Pos1,T2w Pos2,T2w Pos3
52,0.33212,1551,1284,1284,1298,70.6,43.6,50.8,47.1,114,114,133,131,15,40,28,1
53,2.1106e+18,451,2522,2552,1858,91.6,274,239.2,182,208,50,42,38,49,251,66,142
54,195.7,1357,2049,2021,1439,106.4,111.4,111,89.6,157,112,125,120,175,202,79,115
55,12.304,1628,1672,1606,1362,103.8,76.1,77.7,66.5,74,135,157,166,68,101,64,102
56,0.37371,1497,1338,1318,1301,73.7,46.6,52.9,50.7,114,114,133,131,1,30,59,46
57,72.569,1216,2068,2034,1315,95.5,112.9,111.3,85.3,219,99,94,88,153,250,57,176
58,112.84,1540,1694,1623,1300,98.5,76.8,77.5,66.2,86,120,145,153,90,127,29,130
59,0.44094,1493,1333,1332,1301,74.7,46,51.2,51.4,101,96,110,132,37,1,38,62
60,1.4302e+20,172,2600,2473,1315,104.2,386.6,256.5,173.4,186,41,61,41,8,359,87,185
61,6.3772e+07,997,2133,2013,1198,91.6,128.8,103.2,84.7,219,99,94,88,151,368,109,231
62,85.088,1349,1749,1617,1208,91.1,83,71.7,64.4,86,120,145,153,152,185,87,151
63,0.39328,1451,1358,1322,1282,71.4,48.8,52.2,51.4,101,96,110,132,58,28,89,114
64,1.5787e+17,84,2637,2270,1296,114.9,409.5,267.2,173.5,50,3,1,7,6,339,127,143
65,1.6534e+12,903,2185,1954,1201,92.1,134.4,102.7,89.2,153,1,3,3,133,430,228,143
66,2.5832,1256,1985,1556,1207,88.1,84.4,69.5,65.5,104,1,5,2,160,295,176,205
67,0.51687,1419,1389,1319,1281,70.4,51.1,53.2,51,120,5,6,3,49,90,194,152
68,1.3399,1177,1993,1441,1233,83.5,82.9,68.9,67.9,104,1,5,2,131,226,134,141
69,0.96819,1391,1397,1311,1288,68.6,52.7,52.6,50.6,120,5,6,3,109,97,144,83
70,0.68373,1342,1301,1276,1287,61.3,49.4,52,49.6,96,6,4,2,64,74,104,87
71,0.37907,1136,1741,1256,1165,73.9,84.6,71.9,64.6,132,106,143,148,143,134,114,94
72,1.4112,1328,1340,1253,1277,59.7,54.4,51.4,48.9,130,83,100,133,51,76,72,103
73,1.4984,1284,1287,1273,1280,57.7,50.6,52.9,47,111,138,152,165,67,64,78,69
74,0.29638,1290,1276,1280,1286,59.1,48.3,56.2,47.3,110,141,169,162,91,48,134,78
75,0.25253,1151,1950,1232,1068,74.3,88.4,75,61.9,132,106,143,148,110,116,172,197
76,1.1544,1296,1323,1238,1238,58.5,54.4,51.9,48.5,130,83,100,133,29,23,99,169
77,1.4041,1250,1266,1265,1252,55.3,50.7,53.3,46.2,111,138,152,165,73,6,76,129
78,0.35486,1261,1257,1281,1269,57.7,48.4,56.2,45.6,110,141,169,162,105,34,99,74
79,8.7559,866,2264,1330,842,83.5,144.9,104.3,79.8,159,152,162,182,24,165,7,300
80,0.40572,1145,1960,1243,1000,74.5,89.9,75.5,62,148,147,178,183,63,141,144,270
81,1.7664,1269,1333,1232,1214,60,53.3,52,49.4,113,99,119,127,14,11,109,106
82,1.4163,1216,1258,1252,1231,55.4,50,53.1,47.3,103,123,140,158,43,55,111,88
83,0.71712,1226,1234,1267,1252,56.7,48.6,55.9,45.8,98,147,172,177,93,90,102,57
84,0.16635,1359,1333,1375,1340,71.3,58.9,63,56.2,102,187,206,211,128,62,37,66
85,18.968,10,2352,1387,838,107.7,251.9,120.9,140.7,38,194,220,238,43,91,70,242
86,1.9487,784,2139,1394,1037,84.4,151,91.2,84.4,159,152,162,182,10,221,93,359
87,2.1249,1058,1726,1312,1127,72.7,93.3,70.3,66.2,148,147,178,183,127,192,144,216
88,5.67,1235,1348,1219,1232,59,52.7,51.4,54.4,113,99,119,127,84,69,114,74
89,3.5317,1177,1271,1220,1234,54.7,50.8,52.3,53.3,103,123,140,158,47,148,123,81
90,1.9207,1174,1231,1227,1239,55,50.9,54.7,53.7,98,147,172,177,109,92,88,67
91,0.56712,1320,1367,1384,1376,69.2,63.9,67.8,65.3,102,187,206,211,159,78,39,90
92,38.937,54,2274,1223,1153,115.8,239.7,134,153.7,147,202,224,210,109,134,147,260
93,6.353,759,2088,1358,1255,90.1,150.7,95.6,91.5,177,215,212,216,42,220,242,260
94,7.9057,1020,1688,1326,1251,74.2,93.2,71.9,67.5,124,160,160,181,115,180,206,182
95,15.015,1212,1322,1221,1235,54.9,52.5,51.1,53.1,102,102,134,115,60,74,103,91
96,15.424,1167,1269,1212,1232,51,52.3,52.2,53.9,107,112,123,136,42,129,84,87
97,4.7251,1157,1245,1228,1236,52.3,54,55.5,55.7,112,136,148,171,91,83,29,79
98,0.9883,1315,1376,1381,1355,69,66.8,70.3,70.5,104,198,226,231,138,85,25,85
99,0.2194,1352,1527,1522,1481,77.5,82.4,87.9,86.6,104,198,245,242,135,170,178,122
100,109.43,146,2186,836,1601,122.3,249.8,259.1,197.1,147,202,224,210,101,83,176,191
101,7.8909,734,2056,1125,1618,105.5,145.6,130.4,124.6,177,215,212,216,47,149,248,150
102,12.069,988,1642,1207,1462,87.9,88.9,86.7,83.7,124,160,160,181,101,158,168,206
103,40.111,1184,1247,1221,1210,58.9,48,52.4,49,102,102,134,115,36,68,71,96
104,60.214,1154,1194,1233,1205,49.3,51.5,53.2,48.5,107,112,123,136,42,85,76,88
105,6.3358,1142,1212,1264,1214,49.4,57.8,57.4,51.4,112,136,148,171,81,80,47,121
106,1.3789,1263,1325,1339,1257,67.9,69.5,71.5,67.1,104,198,226,231,134,91,65,94
107,0.65617,1313,1407,1383,1318,77.1,78.9,85.9,81.3,104,198,245,242,126,141,146,110
108,26.871,140,2188,807,1649,134.5,262.6,284.9,201.4,245,241,256,257,9,9,159,37
109,7.6464,722,2071,1110,1759,114.1,149.4,157.5,138.2,179,280,275,290,55,99,189,95
110,8.3059,987,1646,1192,1564,96.1,90.8,99.7,95.7,89,151,166,186,155,142,119,173
111,61.489,1191,1218,1205,1211,65.1,47.1,53.8,51.2,100,108,137,134,40,89,77,109
112,55.743,1163,1166,1229,1188,53.1,50.3,54.3,48.4,125,112,120,125,44,84,82,121
113,2.6256,1153,1181,1265,1194,50.3,55.9,58.1,50.4,129,123,135,144,64,66,67,142
114,1.1707,1236,1275,1298,1209,66.5,66.6,69.1,64.8,118,198,230,237,119,67,66,89
115,1.2749,1273,1339,1309,1250,74.5,74.3,81.2,77,98,270,313,320,129,99,108,97
116,3.5518,137,2173,1008,1578,147.6,252.1,277.2,185.7,245,241,256,257,1,46,182,13
117,7.6034,742,2081,1267,1810,129.5,155.4,194.1,139.8,179,280,275,290,90,180,226,104
118,10.988,1018,1663,1296,1618,106.2,94.9,117.8,102.6,89,151,166,186,216,204,172,155
119,38.208,1209,1203,1194,1215,68.9,46.3,55.4,55.1,100,108,137,134,28,100,85,105
120,13.506,1173,1168,1201,1167,55.5,48.6,54.8,50.1,125,112,120,125,32,135,98,170
121,0.95459,1165,1179,1238,1174,51.9,52.8,58.1,51.4,129,123,135,144,57,57,52,120
122,0.49348,1230,1221,1249,1177,64.4,61.5,64.5,62.5,118,198,230,237,81,44,44,70
123,0.83741,1250,1289,1255,1210,70.8,69.9,74.5,74.3,98,270,313,320,131,117,107,104
124,4.7508,945,2006,1797,1548,206.5,169.9,251.3,138.2,158,295,335,390,45,210,142,56
125,17.895,1266,1862,1649,1532,155.1,109.4,149.4,103.5,74,187,265,244,217,234,213,161
126,24.357,1301,1193,1214,1194,76,47.2,55.8,56.9,84,139,155,180,4,90,91,93
127,8.182,1195,1179,1154,1139,56.8,45.5,52,52.8,112,117,145,154,28,87,80,123
128,1.9031,1175,1233,1182,1157,54,48.3,53.6,53.2,110,124,149,151,71,24,70,69
129,0.4579,1232,1201,1197,1164,61.1,57,56.1,57.8,109,190,205,223,64,19,52,54
130,0.36206,1229,1216,1208,1188,65.3,67.5,63.4,65.4,111,318,324,352,114,119,112,122
131,7.9581,1475,1867,1845,1515,208,126.7,142.9,113.5,74,187,265,244,223,281,303,212
132,8.4363,1390,1210,1232,1205,85.4,52.6,55.2,55.8,84,139,155,180,13,131,144,162
133,3.9463,1215,1164,1142,1153,58.9,46.9,50.1,52.1,112,117,145,154,5,1,46,56
134,5.789,1165,1228,1174,1179,54.8,48.8,52.7,54.1,110,124,149,151,91,21,110,61
135,0.73069,1211,1239,1216,1184,61.6,57.8,57.3,57.4,109,190,205,223,70,38,62,87
136,0.38752,1200,1226,1229,1196,64.7,68.2,62.9,64.2,111,318,324,352,102,115,112,114
137,2.4356,1945,1910,2002,1585,272.7,153.8,141.1,140.2,76,237,331,307,253,320,267,131
138,2.8624,1511,1267,1269,1252,98.3,59.5,57.3,58.9,61,148,165,167,115,191,164,199
139,1.6781,1254,1165,1141,1177,62.7,49.6,49.3,51.8,68,138,174,179,30,13,25,0
140,3.1456,1164,1213,1167,1206,55,50.3,53.6,55.4,99,134,155,166,96,47,63,66
141,0.71415,1182,1279,1243,1213,60.9,57.9,61.2,60.4,114,150,155,175,91,90,59,86
142,0.36091,1166,1267,1265,1215,63.9,68.2,66.4,66.4,121,281,300,307,110,98,104,98
143,1.1427,2079,1507,1552,1455,134.5,81.6,87.3,86.8,61,148,165,167,200,207,232,258
144,1.6203,1445,1255,1207,1224,75.5,53.4,54.2,57.1,68,138,174,179,6,17,3,55
145,1.6994,1198,1211,1143,1188,55.2,51,50.8,55.9,99,134,155,166,50,39,21,53
146,0.6148,1138,1302,1257,1259,54.6,58.7,64.5,68.6,114,150,155,175,94,91,60,75
147,0.39591,1116,1309,1289,1260,59.4,64.8,70.6,74.4,121,281,300,307,82,91,109,106
148,0.77744,2204,1643,1732,1581,161.8,109.7,118,107,69,106,129,108,279,229,290,372
149,3.9862,1610,1319,1318,1275,87.1,61.4,63.4,65.3,67,152,168,174,108,75,95,166
150,4.4405,1248,1211,1152,1176,58,50.5,48.6,54.4,113,144,139,152,18,7,8,20
151,1.2146,1106,1293,1246,1269,52.7,60.5,59.9,68.4,136,134,133,144,82,69,60,82
152,0.51757,1103,1289,1268,1275,57.7,65.4,67.5,74.1,118,231,283,268,74,89,100,104
153,15.464,1333,1197,1201,1201,63.6,52,48.9,55.7,113,144,139,152,18,14,14,10
154,2.6428,1061,1270,1236,1267,52.6,61.1,55,66.4,136,134,133,144,42,90,70,38
155,0.61135,1084,1274,1249,1278,57,67.1,62.2,71.9,118,231,283,268,72,70,80,97
156,3.6759,2267,1413,1995,1982,130.7,75,105.7,120.1,136,133,164,178,278,210,293,300
157,11.836,1653,1213,1380,1369,76,57.1,62.2,72.9,142,123,136,147,80,43,55,24
158,3.2452,1017,1204,1208,1216,53.3,56.3,54.2,62.8,130,161,155,153,8,73,28,2
159,0.61075,1034,1249,1227,1226,54.8,66.1,59.2,69,126,219,267,262,74,65,85,114
160,0.98927,2405,1369,2093,2115,156.3,66.7,135.6,148.6,136,133,164,178,330,168,340,314
161,3.2614,1997,1227,1494,1485,88.5,56.9,73.3,89.3,142,123,136,147,169,51,106,121
162,1.5392,1076,1176,1187,1175,54,54.9,56.3,62.7,130,161,155,153,12,34,6,30
163,0.53909,1046,1215,1197,1190,53.3,62.1,60,68.4,126,219,267,262,94,73,98,112
164,0.13793,2487,1257,2285,2385,231.2,69.4,161.5,219,185,146,193,183,307,96,257,246
165,0.55873,2279,1195,1730,1986,139.1,56.7,87.6,124.1,151,107,157,162,231,102,165,232
166,0.5566,1350,1178,1149,1160,62.8,52.9,53.6,63.3,113,153,152,159,71,59,40,98
167,0.24815,1160,1150,1136,1140,54.7,54.2,56.4,64.1,146,227,245,252,77,89,108,71
168,6.861e+06,960,2465,2349,2406,124.6,230.2,183.4,230.9,175,77,57,74,173,213,320,214
169,3.7034,2008,1659,1603,1640,142.4,82.8,87,87.1,144,98,88,112,231,199,211,258
170,0.53975,2079,1398,1420,1412,126.8,56.3,63.4,62,56,88,104,119,169,90,100,180
171,1.4318e+06,775,2523,2403,2375,114.7,237.4,201.9,260,175,77,57,74,122,232,262,112
172,26.564,1873,1700,1638,1646,129.3,86.7,90.9,92.6,144,98,88,112,296,215,224,233
173,1.3008,2039,1484,1468,1430,114.6,58,68.9,65.1,56,88,104,119,198,114,161,207
174,6352.4,642,2541,2469,2270,110.4,248.9,219,257.7,152,36,36,35,68,238,131,78
175,50.673,1628,1970,1697,1636,122.4,97,96.7,95.5,168,52,54,46,275,203,179,108
176,3.2074,1978,1577,1520,1437,108,65.3,72.6,66.8,77,130,148,150,169,98,158,109
177,0.40102,1551,1284,1284,1298,70.6,43.6,50.8,47.1,94,115,122,120,51,7,28,77
178,1.2396e+05,451,2522,2552,1858,91.6,274,239.2,182,152,36,36,35,3,216,12,58
179,2294.4,1357,2049,2021,1439,106.4,111.4,111,89.6,168,52,54,46,241,204,60,42
180,15.267,1628,1672,1606,1362,103.8,76.1,77.7,66.5,77,130,148,150,133,142,97,75
181,0.69743,1497,1338,1318,1301,73.7,46.6,52.9,50.7,94,115,122,120,20,23,79,54
182,2.1076e+17,411,2539,2575,1492,85.8,290.7,243.7,161,148,44,85,79,36,239,9,42
183,75.744,1216,2068,2034,1315,95.5,112.9,111.3,85.3,202,33,59,46,238,301,34,131
184,154.02,1540,1694,1623,1300,98.5,76.8,77.5,66.2,91,113,132,117,141,216,56,116
185,2.4019,1493,1333,1332,1301,74.7,46,51.2,51.4,84,125,145,146,33,38,85,103
186,0.064415,1434,1238,1273,1255,63.4,42.2,47.4,49.2,102,127,125,128,60,44,43,114
187,1.136e+06,172,2600,2473,1315,104.2,386.6,256.5,173.4,148,44,85,79,31,225,63,81
188,680.07,997,2133,2013,1198,91.6,128.8,103.2,84.7,202,33,59,46,270,338,95,155
189,386.12,1349,1749,1617,1208,91.1,83,71.7,64.4,91,113,132,117,207,234,91,139
190,4.6111,1451,1358,1322,1282,71.4,48.8,52.2,51.4,84,125,145,146,55,56,142,152
191,0.15589,1412,1244,1281,1265,60.5,44.9,48.5,48.9,102,127,125,128,54,69,112,152
192,1.257e+16,84,2637,2270,1296,114.9,409.5,267.2,173.5,183,3,2,3,27,104,40,71
193,104.98,903,2185,1954,1201,92.1,134.4,102.7,89.2,177,2,1,1,286,312,153,161
194,8.5015,1256,1985,1556,1207,88.1,84.4,69.5,65.5,89,2,2,0,209,279,125,220
195,2.2371,1419,1389,1319,1281,70.4,51.1,53.2,51,105,6,3,0,24,121,163,193
196,0.37838,1375,1272,1278,1275,60.5,47.6,50.6,49.6,108,10,11,8,24,18,94,188
197,7.1937e+18,74,2659,2026,1264,126.8,409.5,254.8,159.5,183,3,2,3,13,32,122,78
198,80932,831,2220,1597,1217,91.1,135.6,102.9,90.8,177,2,1,1,217,210,138,148
199,1.4511,1177,1993,1441,1233,83.5,82.9,68.9,67.9,89,2,2,0,140,236,106,205
200,2.1089,1391,1397,1311,1288,68.6,52.7,52.6,50.6,105,6,3,0,13,133,110,156
201,1.2409,1342,1301,1276,1287,61.3,49.4,52,49.6,108,10,11,8,46,29,59,96
202,0.10559,1348,1259,1263,1287,57.8,49.1,52,49.1,107,3,6,16,64,25,115,91
203,3.0946e+21,93,2666,1494,978,129,344.5,210.7,135.1,181,163,204,240,5,27,121,110
204,1.3245e+07,832,2268,1352,1078,86.8,141.9,106.5,82.1,163,114,140,179,199,92,127,119
205,1.0128,1136,1741,1256,1165,73.9,84.6,71.9,64.6,94,96,119,130,172,143,155,115
206,10.983,1328,1340,1253,1277,59.7,54.4,51.4,48.9,115,105,133,149,19,147,126,112
207,7.5001,1284,1287,1273,1280,57.7,50.6,52.9,47,127,93,107,123,69,101,64,43
208,0.4419,1290,1276,1280,1286,59.1,48.3,56.2,47.3,119,125,147,147,72,89,122,39
209,6.3813,869,2282,1321,939,86.8,145.1,108.5,79.1,163,114,140,179,246,99,118,148
210,1.2071,1151,1950,1232,1068,74.3,88.4,75,61.9,94,96,119,130,218,150,176,189
211,21.506,1296,1323,1238,1238,58.5,54.4,51.9,48.5,115,105,133,149,37,161,92,200
212,15.509,1250,1266,1265,1252,55.3,50.7,53.3,46.2,127,93,107,123,89,53,46,122
213,1.2188,1261,1257,1281,1269,57.7,48.4,56.2,45.6,119,125,147,147,117,62,83,62
214,0.12927,1394,1325,1362,1311,72.3,57.6,61.9,58.7,116,138,148,145,107,78,87,62
215,2.4871e+17,223,2332,1433,558,96.8,260.2,175.8,162.4,146,307,318,336,24,27,67,72
216,118.02,65,2529,1443,605,104.4,265,161.3,135.6,114,252,277,306,2,9,72,64
217,4.0937,866,2264,1330,842,83.5,144.9,104.3,79.8,81,200,205,245,153,143,27,252
218,4.1866,1145,1960,1243,1000,74.5,89.9,75.5,62,105,185,213,238,153,176,109,275
219,230.71,1269,1333,1232,1214,60,53.3,52,49.4,91,137,144,163,65,120,64,184
220,33.276,1216,1258,1252,1231,55.4,50,53.1,47.3,115,81,106,127,74,48,90,122
221,4.5607,1226,1234,1267,1252,56.7,48.6,55.9,45.8,119,116,143,152,109,57,120,80
222,0.81556,1359,1333,1375,1340,71.3,58.9,63,56.2,113,148,161,164,131,55,69,48
223,0.42388,1403,1405,1425,1365,80.4,73.4,68.3,68.9,102,145,161,161,130,85,89,98
224,4.1093e+17,235,2134,1289,780,116.4,221.9,123.3,148.2,146,307,318,336,21,28,44,102
225,38.446,10,2352,1387,838,107.7,251.9,120.9,140.7,114,252,277,306,47,30,51,153
226,4.6789,784,2139,1394,1037,84.4,151,91.2,84.4,81,200,205,245,129,188,74,313
227,38.65,1058,1726,1312,1127,72.7,93.3,70.3,66.2,105,185,213,238,155,167,146,213
228,426.81,1235,1348,1219,1232,59,52.7,51.4,54.4,91,137,144,163,53,99,124,143
229,112.11,1177,1271,1220,1234,54.7,50.8,52.3,53.3,115,81,106,127,58,113,131,106
230,24.243,1174,1231,1227,1239,55,50.9,54.7,53.7,119,116,143,152,73,78,150,87
231,4.6328,1320,1367,1384,1376,69.2,63.9,67.8,65.3,113,148,161,164,130,43,52,76
232,0.5933,1344,1518,1523,1495,76.6,80.3,83.1,79.8,102,145,161,161,132,80,94,85
233,105.27,220,2054,1097,1078,144.3,208.6,141.1,153.4,159,286,294,252,38,33,31,105
234,46.243,54,2274,1223,1153,115.8,239.7,134,153.7,127,263,291,253,53,63,37,210
235,28.47,759,2088,1358,1255,90.1,150.7,95.6,91.5,174,243,250,220,132,193,220,220
236,438.02,1020,1688,1326,1251,74.2,93.2,71.9,67.5,112,243,253,234,141,162,208,198
237,708.47,1212,1322,1221,1235,54.9,52.5,51.1,53.1,78,135,151,143,0,107,128,179
238,549.43,1167,1269,1212,1232,51,52.3,52.2,53.9,90,106,130,144,28,126,122,93
239,92.589,1157,1245,1228,1236,52.3,54,55.5,55.7,113,122,137,159,53,111,118,91
240,8.6489,1315,1376,1381,1355,69,66.8,70.3,70.5,125,145,164,179,103,73,50,77
241,1.407,1352,1527,1522,1481,77.5,82.4,87.9,86.6,114,128,156,153,119,104,116,81
242,0.58696,1343,1642,1641,1599,82.3,103,114.2,104.6,112,146,197,201,122,149,120,127
243,1324.9,146,2186,836,1601,122.3,249.8,259.1,197.1,127,263,291,253,48,47,141,188
244,29.627,734,2056,1125,1618,105.5,145.6,130.4,124.6,174,243,250,220,112,148,214,142
245,386.1,988,1642,1207,1462,87.9,88.9,86.7,83.7,112,243,253,234,127,159,149,209
246,2341.9,1184,1247,1221,1210,58.9,48,52.4,49,78,135,151,143,35,112,94,151
247,3485.3,1154,1194,1233,1205,49.3,51.5,53.2,48.5,90,106,130,144,14,95,88,96
248,435.11,1142,1212,1264,1214,49.4,57.8,57.4,51.4,113,122,137,159,51,112,69,124
249,20.231,1263,1325,1339,1257,67.9,69.5,71.5,67.1,125,145,164,179,89,107,75,71
250,3.7649,1313,1407,1383,1318,77.1,78.9,85.9,81.3,114,128,156,153,102,109,128,90
251,1.8473,1330,1481,1419,1382,83.4,90.4,101.1,95.7,112,146,197,201,122,153,135,135
252,297.41,140,2188,807,1649,134.5,262.6,284.9,201.4,224,271,294,247,46,27,178,48
253,16.644,722,2071,1110,1759,114.1,149.4,157.5,138.2,210,294,301,265,151,98,141,94
254,50.888,987,1646,1192,1564,96.1,90.8,99.7,95.7,103,253,250,231,160,125,104,141
255,1603.5,1191,1218,1205,1211,65.1,47.1,53.8,51.2,90,132,171,152,0,71,75,74
256,4891.6,1163,1166,1229,1188,53.1,50.3,54.3,48.4,108,121,141,140,22,71,57,89
257,421.73,1153,1181,1265,1194,50.3,55.9,58.1,50.4,120,123,128,137,52,92,67,125
258,22.302,1236,1275,1298,1209,66.5,66.6,69.1,64.8,131,142,148,158,96,113,85,83
259,8.077,1273,1339,1309,1250,74.5,74.3,81.2,77,122,162,184,183,102,96,115,102
260,5.4884,1302,1391,1320,1291,80,81.7,93.5,89.5,94,167,219,220,112,122,116,134
261,16.769,137,2173,1008,1578,147.6,252.1,277.2,185.7,224,271,294,247,6,30,148,0
262,16.312,742,2081,1267,1810,129.5,155.4,194.1,139.8,210,294,301,265,232,144,188,124
263,21.734,1018,1663,1296,1618,106.2,94.9,117.8,102.6,103,253,250,231,242,171,175,137
264,276.23,1209,1203,1194,1215,68.9,46.3,55.4,55.1,90,132,171,152,45,73,89,109
265,730.59,1173,1168,1201,1167,55.5,48.6,54.8,50.1,108,121,141,140,13,138,87,148
266,38.826,1165,1179,1238,1174,51.9,52.8,58.1,51.4,120,123,128,137,52,132,94,152
267,5.2277,1230,1221,1249,1177,64.4,61.5,64.5,62.5,131,142,148,158,82,93,71,85
268,4.6871,1250,1289,1255,1210,70.8,69.9,74.5,74.3,122,162,184,183,94,101,97,88
269,4.5438,1278,1350,1277,1254,76.5,78.7,87.4,86.5,94,167,219,220,102,132,135,132
270,8.6568,945,2006,1797,1548,206.5,169.9,251.3,138.2,153,274,269,310,214,211,151,103
271,34.31,1266,1862,1649,1532,155.1,109.4,149.4,103.5,104,265,294,345,249,232,217,163
272,59.519,1301,1193,1214,1194,76,47.2,55.8,56.9,85,191,217,221,54,127,113,175
273,87.377,1195,1179,1154,1139,56.8,45.5,52,52.8,119,112,147,134,12,131,81,115
274,42.875,1175,1233,1182,1157,54,48.3,53.6,53.2,118,114,138,135,47,124,109,97
275,4.4441,1232,1201,1197,1164,61.1,57,56.1,57.8,113,147,152,157,47,38,64,72
