Ind#,TDose,T1 Pos1,T1 Pos1,T1 Pos3,T2 Pos1,T2 Pos2,T2 Pos3,V Pre,DCE 1,DCE 2,DCE 3,T2w Pos1,T2w Pos2,T2w Pos3
27,2.3098,60,40,11,-3.6,-4.7,-3.9,123,254,269,293,29,22,0
28,1.2429,54,28,15,-10.2,-9.1,-10.4,117,297,339,374,0,-2,8
29,2.9555,186,165,172,7.7,9.8,16.4,130,153,168,171,52,72,-14
30,2.1039,185,186,162,7,10.7,15.3,127,246,282,261,52,46,-10
31,2.5992,147,151,115,6.8,7.9,7.7,124,340,356,368,52,34,-14
32,2.5587,113,103,80,7,5.5,4,118,254,265,272,46,44,-24
33,1.818,67,46,22,-0.2,-0.6,-3.5,114,96,73,86,26,28,-16
34,14.517,39,5,-40,-0.9,3.7,3.5,148,151,162,168,15,30,-1
35,11.363,72,-1,-24,2.2,10.9,10,113,163,184,199,16,21,10
36,7.0549,60,-27,-32,-6,-0.2,6.1,91,175,221,216,40,38,-8
37,3.7345,96,11,12,-9.2,-5.6,-1.4,103,198,227,265,40,42,2
38,2.4254,194,152,124,-1.2,13.6,-1.5,106,182,220,259,6,16,-9
39,7.7765,-13,-21,-41,2.2,-1.9,0.099998,140,148,159,171,45,43,15
40,8.5321,41,20,2,9.7,4.7,5.8,103,210,200,237,67,67,-1
41,12.445,54,31,4,6.8,5.6,6.8,102,264,298,302,30,51,-10
42,11.419,39,13,-1,-3.5,-2.6,-1.7,107,316,345,375,48,39,13
43,6.3631,97,40,45,-12.4,-12.3,-16,109,289,334,364,39,46,-7
44,3.9282,131,62,58,-9.3,-13.3,-16.3,116,274,330,351,47,37,13
45,3.3626,124,55,34,-8.1,-17.1,-15.3,121,289,341,376,184,179,8
46,20.579,26,29,-4,3.5,-1.8,-0.5,140,148,159,171,64,62,11
47,17.793,46,57,27,11.2,3.7,4.3,103,210,200,237,96,86,-16
48,25.843,45,48,16,9.4,4.5,4.5,102,264,298,302,69,62,1
49,17.09,37,34,2,0.4,-2.6,-1.9,107,316,345,375,48,47,3
50,10.059,63,11,12,-14,-14.9,-12.2,109,289,334,364,46,51,-5
51,6.9256,94,19,28,-14.2,-17.2,-12.8,116,274,330,351,30,31,7
52,4.9551,107,33,36,-12.5,-19.4,-13.3,121,289,341,376,110,119,-18
53,43.246,101,99,49,4.3,2.5,2.5,113,163,170,187,63,52,21
54,36.231,94,116,70,11.4,6.4,7.4,110,255,241,278,77,45,7
55,49.677,43,56,27,8,5,4.9,120,385,412,426,67,42,-18
56,28.593,38,36,4,1.9,-1.1,0.4,116,403,437,455,9,11,-12
57,11.555,52,10,-5,-13.9,-13.4,-8,117,337,370,380,17,29,-24
58,6.2211,67,5,8,-17.7,-16.7,-10.2,124,321,381,402,10,18,-13
59,3.7523,84,19,28,-16.7,-18.6,-11.2,123,364,429,467,58,60,7
60,15.649,193,173,144,5.4,11.2,15,113,163,170,187,62,51,34
61,10.872,198,200,154,8.3,11.5,15.9,110,255,241,278,60,70,10
62,17.898,112,117,90,8.7,8.2,9.6,120,385,412,426,67,60,-4
63,17.429,73,66,46,5.7,3.6,4.6,116,403,437,455,42,46,6
64,8.6242,60,40,11,-3.6,-4.7,-3.9,117,337,370,380,49,50,6
65,3.6438,54,28,15,-10.2,-9.1,-10.4,124,321,381,402,36,29,23
66,2.2139,44,23,19,-15.2,-15.7,-16.9,123,364,429,467,78,83,15
67,13.026,186,165,172,7.7,9.8,16.4,111,170,159,180,41,57,0
68,5.3607,185,186,162,7,10.7,15.3,116,242,249,259,53,73,20
69,6.4097,147,151,115,6.8,7.9,7.7,123,356,386,397,89,91,22
70,6.4747,113,103,80,7,5.5,4,125,371,392,424,101,109,12
71,4.6489,67,46,22,-0.2,-0.6,-3.5,119,275,296,317,81,83,26
72,2.3588,48,31,12,-6.6,-6.3,-11.5,122,180,201,215,71,79,20
73,6.2975,161,154,147,8.4,8.1,13.3,116,242,249,259,34,42,19
74,8.0132,156,157,108,4,9,6.8,123,356,386,397,70,82,5
75,7.4709,142,129,90,3.4,5.2,1.3,125,371,392,424,88,102,-11
76,4.6155,74,53,22,-0.4,2.6,-4.8,119,275,296,317,64,80,-3
77,6.0106,163,128,103,18.3,8.5,16.1,118,195,214,206,11,25,0
78,5.286,138,118,56,9.3,12.9,13.8,122,200,217,239,57,59,-6
79,6.3444,118,100,46,-4,6,4.7,149,224,237,264,65,79,-14
80,18.136,39,5,-40,-0.9,3.7,3.5,140,138,150,153,16,16,10
81,11.717,72,-1,-24,2.2,10.9,10,142,151,159,176,39,45,3
82,8.1679,60,-27,-32,-6,-0.2,6.1,114,184,200,226,59,59,-5
83,4.8487,96,11,12,-9.2,-5.6,-1.4,125,208,241,256,46,49,13
84,3.5139,194,152,124,-1.2,13.6,-1.5,118,178,214,237,24,30,4
85,19.395,-13,-21,-41,2.2,-1.9,0.099998,148,140,157,167,-12,7,19
86,13.852,41,20,2,9.7,4.7,5.8,148,146,157,180,48,51,0
87,13.367,54,31,4,6.8,5.6,6.8,119,179,183,216,43,50,-10
88,12.004,39,13,-1,-3.5,-2.6,-1.7,121,245,274,295,52,52,-7
89,9.4635,97,40,45,-12.4,-12.3,-16,113,250,291,315,50,68,-22
90,6.7299,131,62,58,-9.3,-13.3,-16.3,110,217,264,288,134,120,-5
91,5.4462,124,55,34,-8.1,-17.1,-15.3,122,195,225,244,243,239,-7
92,44.753,26,29,-4,3.5,-1.8,-0.5,148,140,157,167,-18,32,32
93,39.457,46,57,27,11.2,3.7,4.3,148,146,157,180,56,61,-18
94,30.295,45,48,16,9.4,4.5,4.5,119,179,183,216,39,48,-9
95,15.549,37,34,2,0.4,-2.6,-1.9,121,245,274,295,60,71,-12
96,13.318,63,11,12,-14,-14.9,-12.2,113,250,291,315,76,88,-10
97,12.221,94,19,28,-14.2,-17.2,-12.8,110,217,264,288,83,90,5
98,8.7797,107,33,36,-12.5,-19.4,-13.3,122,195,225,244,192,198,-13
99,112.29,101,99,49,4.3,2.5,2.5,125,146,159,177,16,51,27
100,128.87,94,116,70,11.4,6.4,7.4,129,147,161,187,66,63,-5
101,82.668,43,56,27,8,5,4.9,113,184,172,203,62,62,-9
102,28.098,38,36,4,1.9,-1.1,0.4,120,285,310,323,67,65,9
103,14.22,52,10,-5,-13.9,-13.4,-8,117,314,356,372,82,100,-10
104,10.746,67,5,8,-17.7,-16.7,-10.2,119,311,366,385,82,85,-2
105,7.2462,84,19,28,-16.7,-18.6,-11.2,139,288,353,375,143,134,4
106,31.714,193,173,144,5.4,11.2,15,125,146,159,177,49,36,19
107,35.132,198,200,154,8.3,11.5,15.9,129,147,161,187,43,62,-7
108,40.486,112,117,90,8.7,8.2,9.6,113,184,172,203,43,48,-3
109,25.682,73,66,46,5.7,3.6,4.6,120,285,310,323,69,72,-2
110,13.619,60,40,11,-3.6,-4.7,-3.9,117,314,356,372,99,109,-20
111,6.8924,54,28,15,-10.2,-9.1,-10.4,119,311,366,385,103,90,11
112,4.2276,44,23,19,-15.2,-15.7,-16.9,139,288,353,375,109,108,13
113,18.211,186,165,172,7.7,9.8,16.4,112,158,163,169,67,61,-25
114,8.4328,185,186,162,7,10.7,15.3,117,179,179,195,16,41,4
115,10.65,147,151,115,6.8,7.9,7.7,108,242,242,259,28,53,16
116,10.022,113,103,80,7,5.5,4,118,370,418,438,83,87,-6
117,7.1648,67,46,22,-0.2,-0.6,-3.5,118,376,430,459,89,73,16
118,4.3135,48,31,12,-6.6,-6.3,-11.5,122,346,396,416,58,74,-3
119,9.6593,161,154,147,8.4,8.1,13.3,117,179,179,195,12,16,20
120,10.079,156,157,108,4,9,6.8,108,242,242,259,43,53,11
121,9.8543,142,129,90,3.4,5.2,1.3,118,370,418,438,85,93,2
122,6.4206,74,53,22,-0.4,2.6,-4.8,118,376,430,459,39,52,12
123,14.052,163,128,103,18.3,8.5,16.1,134,207,197,204,11,21,12
124,8.8149,138,118,56,9.3,12.9,13.8,127,296,319,324,30,31,1
125,9.7733,118,100,46,-4,6,4.7,135,384,446,483,32,62,2
126,8.3878,39,5,-40,-0.9,3.7,3.5,116,97,94,121,23,5,20
127,5.3934,72,-1,-24,2.2,10.9,10,120,139,147,159,42,33,12
128,4.1188,60,-27,-32,-6,-0.2,6.1,117,137,142,159,46,40,4
129,2.8299,96,11,12,-9.2,-5.6,-1.4,133,134,139,153,35,38,-1
130,2.1649,194,152,124,-1.2,13.6,-1.5,134,175,194,200,12,14,9
131,17.756,-13,-21,-41,2.2,-1.9,0.099998,94,121,104,136,7,13,10
132,6.74,41,20,2,9.7,4.7,5.8,121,136,145,150,30,46,2
133,4.737,54,31,4,6.8,5.6,6.8,110,143,143,146,46,57,9
134,4.7288,39,13,-1,-3.5,-2.6,-1.7,135,141,156,162,50,58,2
135,5.4437,97,40,45,-12.4,-12.3,-16,131,198,219,237,28,64,-20
136,4.7942,131,62,58,-9.3,-13.3,-16.3,123,176,210,240,24,39,-13
137,4.2068,124,55,34,-8.1,-17.1,-15.3,110,162,181,190,166,158,-15
138,21.114,26,29,-4,3.5,-1.8,-0.5,94,121,104,136,-9,7,39
139,14.199,46,57,27,11.2,3.7,4.3,121,136,145,150,46,40,10
140,8.6894,45,48,16,9.4,4.5,4.5,110,143,143,146,60,56,16
141,5.608,37,34,2,0.4,-2.6,-1.9,135,141,156,162,78,76,5
142,6.6776,63,11,12,-14,-14.9,-12.2,131,198,219,237,80,94,-12
143,8.0195,94,19,28,-14.2,-17.2,-12.8,123,176,210,240,48,52,2
144,7.1813,107,33,36,-12.5,-19.4,-13.3,110,162,181,190,156,146,-3
145,48.023,101,99,49,4.3,2.5,2.5,96,136,125,152,1,-1,40
146,66.292,94,116,70,11.4,6.4,7.4,131,138,158,171,32,24,29
147,30.393,43,56,27,8,5,4.9,123,135,141,140,45,37,7
148,9.8425,38,36,4,1.9,-1.1,0.4,134,161,164,185,94,62,19
149,6.9653,52,10,-5,-13.9,-13.4,-8,127,203,227,250,85,89,-4
150,7.308,67,5,8,-17.7,-16.7,-10.2,116,231,266,304,69,73,-3
151,7.2072,84,19,28,-16.7,-18.6,-11.2,117,204,249,256,142,136,9
152,16.303,193,173,144,5.4,11.2,15,96,136,125,152,46,16,38
153,26.748,198,200,154,8.3,11.5,15.9,131,138,158,171,19,10,30
154,24.169,112,117,90,8.7,8.2,9.6,123,135,141,140,42,34,16
155,10.962,73,66,46,5.7,3.6,4.6,134,161,164,185,65,58,9
156,7.1572,60,40,11,-3.6,-4.7,-3.9,127,203,227,250,82,99,-20
157,5.9434,54,28,15,-10.2,-9.1,-10.4,116,231,266,304,94,97,-8
158,4.9715,44,23,19,-15.2,-15.7,-16.9,117,204,249,256,113,111,16
159,8.0799,186,165,172,7.7,9.8,16.4,118,119,139,144,69,50,12
160,6.2114,185,186,162,7,10.7,15.3,136,146,159,180,16,8,10
161,7.1374,147,151,115,6.8,7.9,7.7,131,148,159,172,33,56,20
162,5.9107,113,103,80,7,5.5,4,125,193,195,224,60,87,-19
163,4.8951,67,46,22,-0.2,-0.6,-3.5,118,269,320,330,90,93,-9
164,4.3829,48,31,12,-6.6,-6.3,-11.5,113,327,366,394,85,98,-17
165,6.2495,161,154,147,8.4,8.1,13.3,136,146,159,180,19,31,-6
166,6.4454,156,157,108,4,9,6.8,131,148,159,172,68,82,-7
167,6.6722,142,129,90,3.4,5.2,1.3,125,193,195,224,108,108,-7
168,5.1446,74,53,22,-0.4,2.6,-4.8,118,269,320,330,55,66,4
169,13.461,163,128,103,18.3,8.5,16.1,132,172,176,195,34,50,-6
170,7.1849,138,118,56,9.3,12.9,13.8,130,195,211,228,73,72,-12
171,7.5191,118,100,46,-4,6,4.7,138,247,276,291,81,87,0
