Ind#,TDose,T1 Pos1,T1 Pos1,T1 Pos3,T2 Pos1,T2 Pos2,T2 Pos3,V Pre,DCE 1,DCE 2,DCE 3,T2w Pos1,T2w Pos2,T2w Pos3
55,12.304,44,-22,-266,-27.7,-26.1,-37.3,74,135,157,166,33,-4,38
56,0.37371,-159,-179,-196,-27.1,-20.8,-23,114,114,133,131,29,58,-13
57,72.569,852,818,99,17.4,15.8,-10.2,219,99,94,88,97,-96,119
58,112.84,154,83,-240,-21.7,-21,-32.3,86,120,145,153,37,-61,101
59,0.44094,-160,-161,-192,-28.7,-23.5,-23.3,101,96,110,132,-36,1,24
60,1.4302e+20,2428,2301,1143,282.4,152.3,69.2,186,41,61,41,351,79,98
61,6.3772e+07,1136,1016,201,37.2,11.6,-6.9,219,99,94,88,217,-42,122
62,85.088,400,268,-141,-8.1,-19.4,-26.7,86,120,145,153,33,-65,64
63,0.39328,-93,-129,-169,-22.6,-19.2,-20,101,96,110,132,-30,31,25
64,1.5787e+17,2553,2186,1212,294.6,152.3,58.6,50,3,1,7,333,121,16
65,1.6534e+12,1282,1051,298,42.3,10.6,-2.9,153,1,3,3,297,95,-85
66,2.5832,729,300,-49,-3.7,-18.6,-22.6,104,1,5,2,135,16,29
67,0.51687,-30,-100,-138,-19.3,-17.2,-19.4,120,5,6,3,41,145,-42
68,1.3399,816,264,56,-0.6,-14.6,-15.6,104,1,5,2,95,3,7
69,0.96819,6,-80,-103,-15.9,-16,-18,120,5,6,3,-12,35,-61
70,0.68373,-41,-66,-55,-11.9,-9.3,-11.7,96,6,4,2,10,40,-17
71,0.37907,605,120,29,10.7,-2,-9.3,132,106,143,148,-9,-29,-20
72,1.4112,12,-75,-51,-5.3,-8.3,-10.8,130,83,100,133,25,21,31
73,1.4984,3,-11,-4,-7.1,-4.8,-10.7,111,138,152,165,-3,11,-9
74,0.29638,-14,-10,-4,-10.8,-2.9,-11.8,110,141,169,162,-43,43,-56
75,0.25253,799,81,-83,14.1,0.7,-12.4,132,106,143,148,6,62,25
76,1.1544,27,-58,-58,-4.1,-6.6,-10,130,83,100,133,-6,70,70
77,1.4041,16,15,2,-4.6,-2,-9.1,111,138,152,165,-67,3,53
78,0.35486,-4,20,8,-9.3,-1.5,-12.1,110,141,169,162,-71,-6,-25
79,8.7559,1398,464,-24,61.4,20.8,-3.7,159,152,162,182,141,-17,293
80,0.40572,815,98,-145,15.4,1,-12.5,148,147,178,183,78,81,126
81,1.7664,64,-37,-55,-6.7,-8,-10.6,113,99,119,127,-3,95,-3
82,1.4163,42,36,15,-5.4,-2.3,-8.1,103,123,140,158,12,68,-23
83,0.71712,8,41,26,-8.1,-0.8,-10.9,98,147,172,177,-3,9,-45
84,0.16635,-26,16,-19,-12.4,-8.3,-15.1,102,187,206,211,-66,-91,29
85,18.968,2342,1377,828,144.2,13.2,33,38,194,220,238,48,27,172
86,1.9487,1355,610,253,66.6,6.8,0,159,152,162,182,211,83,266
87,2.1249,668,254,69,20.6,-2.4,-6.5,148,147,178,183,65,17,72
88,5.67,113,-16,-3,-6.3,-7.6,-4.6,113,99,119,127,-15,30,-40
89,3.5317,94,43,57,-3.9,-2.4,-1.4,103,123,140,158,101,76,-42
90,1.9207,57,53,65,-4.1,-0.3,-1.3,98,147,172,177,-17,-21,-21
91,0.56712,47,64,56,-5.3,-1.4,-3.9,102,187,206,211,-81,-120,51
92,38.937,2220,1169,1099,123.9,18.2,37.9,147,202,224,210,25,38,113
93,6.353,1329,599,496,60.6,5.5,1.4,177,215,212,216,178,200,18
94,7.9057,668,306,231,19,-2.3,-6.7,124,160,160,181,65,91,-24
95,15.015,110,9,23,-2.4,-3.8,-1.8,102,102,134,115,14,43,-12
96,15.424,102,45,65,1.3,1.2,2.9,107,112,123,136,87,42,3
97,4.7251,88,71,79,1.7,3.2,3.4,112,136,148,171,-8,-62,50
98,0.9883,61,66,40,-2.2,1.3,1.5,104,198,226,231,-53,-113,60
99,0.2194,175,170,129,4.9,10.4,9.1,104,198,245,242,35,43,-56
100,109.43,2040,690,1455,127.5,136.8,74.8,147,202,224,210,-18,75,15
101,7.8909,1322,391,884,40.1,24.9,19.1,177,215,212,216,102,201,-98
102,12.069,654,219,474,1,-1.2,-4.2,124,160,160,181,57,67,38
103,40.111,63,37,26,-10.9,-6.5,-9.9,102,102,134,115,32,35,25
104,60.214,40,79,51,2.2,3.9,-0.8,107,112,123,136,43,34,12
105,6.3358,70,122,72,8.4,8,2,112,136,148,171,-1,-34,74
106,1.3789,62,76,-6,1.6,3.6,-0.8,104,198,226,231,-43,-69,29
107,0.65617,94,70,5,1.8,8.8,4.2,104,198,245,242,15,20,-36
108,26.871,2048,667,1509,128.1,150.4,66.9,245,241,256,257,0,150,-122
109,7.6464,1349,388,1037,35.3,43.4,24.1,179,280,275,290,44,134,-94
110,8.3059,659,205,577,-5.3,3.6,-0.4,89,151,166,186,-13,-36,54
111,61.489,27,14,20,-18,-11.3,-13.9,100,108,137,134,49,37,32
112,55.743,3,66,25,-2.8,1.2,-4.7,125,112,120,125,40,38,39
113,2.6256,28,112,41,5.6,7.8,0.1,129,123,135,144,2,3,75
114,1.1707,39,62,-27,0.099998,2.6,-1.7,118,198,230,237,-52,-53,23
115,1.2749,66,36,-23,-0.2,6.7,2.5,98,270,313,320,-30,-21,-11
116,3.5518,2036,871,1441,104.5,129.6,38.1,245,241,256,257,45,181,-169
117,7.6034,1339,525,1068,25.9,64.6,10.3,179,280,275,290,90,136,-122
118,10.988,645,278,600,-11.3,11.6,-3.6,89,151,166,186,-12,-44,-17
119,38.208,-6,-15,6,-22.6,-13.5,-13.8,100,108,137,134,72,57,20
120,13.506,-5,28,-6,-6.9,-0.7,-5.4,125,112,120,125,103,66,72
121,0.95459,14,73,9,0.9,6.2,-0.5,129,123,135,144,0,-5,68
122,0.49348,-9,19,-53,-2.9,0.099998,-1.9,118,198,230,237,-37,-37,26
123,0.83741,39,5,-40,-0.9,3.7,3.5,98,270,313,320,-14,-24,-3
124,4.7508,1061,852,603,-36.6,44.8,-68.3,158,295,335,390,165,97,-86
125,17.895,596,383,266,-45.7,-5.7,-51.6,74,187,265,244,17,-4,-52
126,24.357,-108,-87,-107,-28.8,-20.2,-19.1,84,139,155,180,86,87,2
127,8.182,-16,-41,-56,-11.3,-4.8,-4,112,117,145,154,59,52,43
128,1.9031,58,7,-18,-5.7,-0.4,-0.8,110,124,149,151,-47,-1,-1
129,0.4579,-31,-35,-68,-4.1,-5,-3.3,109,190,205,223,-45,-12,2
130,0.36206,-13,-21,-41,2.2,-1.9,0.099998,111,318,324,352,5,-2,10
131,7.9581,392,370,40,-81.3,-65.1,-94.5,74,187,265,244,58,80,-91
132,8.4363,-180,-158,-185,-32.8,-30.2,-29.6,84,139,155,180,118,131,18
133,3.9463,-51,-73,-62,-12,-8.8,-6.8,112,117,145,154,-4,41,10
134,5.789,63,9,14,-6,-2.1,-0.7,110,124,149,151,-70,19,-49
135,0.73069,28,5,-27,-3.8,-4.3,-4.2,109,190,205,223,-32,-8,25
136,0.38752,26,29,-4,3.5,-1.8,-0.5,111,318,324,352,13,10,2
137,2.4356,-35,57,-360,-118.9,-131.6,-132.5,76,237,331,307,67,14,-136
138,2.8624,-244,-242,-259,-38.8,-41,-39.4,61,148,165,167,76,49,35
139,1.6781,-89,-113,-77,-13.1,-13.4,-10.9,68,138,174,179,-17,-5,-25
140,3.1456,49,3,42,-4.7,-1.4,0.4,99,134,155,166,-49,-33,3
141,0.71415,97,61,31,-3,0.3,-0.5,114,150,155,175,-1,-32,27
142,0.36091,101,99,49,4.3,2.5,2.5,121,281,300,307,-12,-6,-6
143,1.1427,-572,-527,-624,-52.9,-47.2,-47.7,61,148,165,167,7,32,26
144,1.6203,-190,-238,-221,-22.1,-21.3,-18.4,68,138,174,179,11,-3,52
145,1.6994,13,-55,-10,-4.2,-4.4,0.7,99,134,155,166,-11,-29,32
146,0.6148,164,119,121,4.1,9.9,14,114,150,155,175,-3,-34,15
147,0.39591,193,173,144,5.4,11.2,15,121,281,300,307,9,27,-3
148,0.77744,-561,-472,-623,-52.1,-43.8,-54.8,69,106,129,108,-50,11,82
149,3.9862,-291,-292,-335,-25.7,-23.7,-21.8,67,152,168,174,-33,-13,71
150,4.4405,-37,-96,-72,-7.5,-9.4,-3.6,113,144,139,152,-11,-10,12
151,1.2146,187,140,163,7.8,7.2,15.7,136,134,133,144,-13,-22,22
152,0.51757,186,165,172,7.7,9.8,16.4,118,231,283,268,15,26,4
153,15.464,-136,-132,-132,-11.6,-14.7,-7.9,113,144,139,152,-4,-4,-4
154,2.6428,209,175,206,8.5,2.4,13.8,136,134,133,144,48,28,-32
155,0.61135,190,165,194,10.1,5.2,14.9,118,231,283,268,-2,8,17
156,3.6759,-854,-272,-285,-55.7,-25,-10.6,136,133,164,178,-68,15,7
157,11.836,-440,-273,-284,-18.9,-13.8,-3.1,142,123,136,147,-37,-25,-31
158,3.2452,187,191,199,3,0.9,9.5,130,161,155,153,65,20,-26
159,0.61075,215,193,192,11.3,4.4,14.2,126,219,267,262,-9,11,29
160,0.98927,-1036,-312,-290,-89.6,-20.7,-7.7,136,133,164,178,-162,10,-26
161,3.2614,-770,-503,-512,-31.6,-15.2,0.8,142,123,136,147,-118,-63,15
162,1.5392,100,111,99,0.9,2.3,8.7,130,161,155,153,22,-6,24
163,0.53909,169,151,144,8.8,6.7,15.1,126,219,267,262,-21,4,14
164,0.13793,-1230,-202,-102,-161.8,-69.7,-12.2,185,146,193,183,-211,-50,-11
165,0.55873,-1084,-549,-293,-82.4,-51.5,-15,151,107,157,162,-129,-66,67
166,0.5566,-172,-201,-190,-9.9,-9.2,0.5,113,153,152,159,-12,-31,58
167,0.24815,-10,-24,-20,-0.5,1.7,9.4,146,227,245,252,12,31,-37
168,6.861e+06,1505,1389,1446,105.6,58.8,106.3,175,77,57,74,40,147,-106
169,3.7034,-349,-405,-368,-59.6,-55.4,-55.3,144,98,88,112,-32,-20,47
170,0.53975,-681,-659,-667,-70.5,-63.4,-64.8,56,88,104,119,-79,-69,80
171,1.4318e+06,1748,1628,1600,122.7,87.2,145.3,175,77,57,74,110,140,-150
172,26.564,-173,-235,-227,-42.6,-38.4,-36.7,144,98,88,112,-81,-72,9
173,1.3008,-555,-571,-609,-56.6,-45.7,-49.5,56,88,104,119,-84,-37,46
174,6352.4,1899,1827,1628,138.5,108.6,147.3,152,36,36,35,170,63,-53
175,50.673,342,69,8,-25.4,-25.7,-26.9,168,52,54,46,-72,-96,-71
176,3.2074,-401,-458,-541,-42.7,-35.4,-41.2,77,130,148,150,-71,-11,-49
177,0.40102,-267,-267,-253,-27,-19.8,-23.5,94,115,122,120,-44,-23,49
178,1.2396e+05,2071,2101,1407,182.4,147.6,90.4,152,36,36,35,213,9,46
179,2294.4,692,664,82,5,4.6,-16.8,168,52,54,46,-37,-181,-18
180,15.267,44,-22,-266,-27.7,-26.1,-37.3,77,130,148,150,9,-36,-22
181,0.69743,-159,-179,-196,-27.1,-20.8,-23,94,115,122,120,3,59,-25
182,2.1076e+17,2128,2164,1081,204.9,157.9,75.2,148,44,85,79,203,-27,33
183,75.744,852,818,99,17.4,15.8,-10.2,202,33,59,46,63,-204,97
184,154.02,154,83,-240,-21.7,-21,-32.3,91,113,132,117,75,-85,60
185,2.4019,-160,-161,-192,-28.7,-23.5,-23.3,84,125,145,146,5,52,18
186,0.064415,-196,-161,-179,-21.2,-16,-14.2,102,127,125,128,-16,-17,71
187,1.136e+06,2428,2301,1143,282.4,152.3,69.2,148,44,85,79,194,32,18
188,680.07,1136,1016,201,37.2,11.6,-6.9,202,33,59,46,68,-175,60
189,386.12,400,268,-141,-8.1,-19.4,-26.7,91,113,132,117,27,-116,48
190,4.6111,-93,-129,-169,-22.6,-19.2,-20,84,125,145,146,1,87,10
191,0.15589,-168,-131,-147,-15.6,-12,-11.6,102,127,125,128,15,58,40
192,1.257e+16,2553,2186,1212,294.6,152.3,58.6,183,3,2,3,77,13,31
193,104.98,1282,1051,298,42.3,10.6,-2.9,177,2,1,1,26,-133,8
194,8.5015,729,300,-49,-3.7,-18.6,-22.6,89,2,2,0,70,-84,95
195,2.2371,-30,-100,-138,-19.3,-17.2,-19.4,105,6,3,0,97,139,30
196,0.37838,-103,-97,-100,-12.9,-9.9,-10.9,108,10,11,8,-6,70,94
197,7.1937e+18,2585,1952,1190,282.7,128,32.7,183,3,2,3,19,109,-44
198,80932,1389,766,386,44.5,11.8,-0.3,177,2,1,1,-7,-79,10
199,1.4511,816,264,56,-0.6,-14.6,-15.6,89,2,2,0,96,-34,99
200,2.1089,6,-80,-103,-15.9,-16,-18,105,6,3,0,120,97,46
201,1.2409,-41,-66,-55,-11.9,-9.3,-11.7,108,10,11,8,-17,13,37
202,0.10559,-89,-85,-61,-8.7,-5.8,-8.7,107,3,6,16,-39,51,-24
203,3.0946e+21,2573,1401,885,215.5,81.7,6.1,181,163,204,240,22,116,-11
204,1.3245e+07,1436,520,246,55.1,19.7,-4.7,163,114,140,179,-107,-72,-8
205,1.0128,605,120,29,10.7,-2,-9.3,94,96,119,130,-29,-17,-40
206,10.983,12,-75,-51,-5.3,-8.3,-10.8,115,105,133,149,128,107,-14
207,7.5001,3,-11,-4,-7.1,-4.8,-10.7,127,93,107,123,32,-5,-21
208,0.4419,-14,-10,-4,-10.8,-2.9,-11.8,119,125,147,147,17,50,-83
209,6.3813,1413,452,70,58.3,21.7,-7.7,163,114,140,179,-147,-128,30
210,1.2071,799,81,-83,14.1,0.7,-12.4,94,96,119,130,-68,-42,13
211,21.506,27,-58,-58,-4.1,-6.6,-10,115,105,133,149,124,55,108
212,15.509,16,15,2,-4.6,-2,-9.1,127,93,107,123,-36,-43,76
213,1.2188,-4,20,8,-9.3,-1.5,-12.1,119,125,147,147,-55,-34,-21
214,0.12927,-69,-32,-83,-14.7,-10.4,-13.6,116,138,148,145,-29,-20,-25
215,2.4871e+17,2109,1210,335,163.4,79,65.6,146,307,318,336,3,43,5
216,118.02,2464,1378,540,160.6,56.9,31.2,114,252,277,306,7,70,-8
217,4.0937,1398,464,-24,61.4,20.8,-3.7,81,200,205,245,-10,-126,225
218,4.1866,815,98,-145,15.4,1,-12.5,105,185,213,238,23,-44,166
219,230.71,64,-37,-55,-6.7,-8,-10.6,91,137,144,163,55,-1,120
220,33.276,42,36,15,-5.4,-2.3,-8.1,115,81,106,127,-26,16,32
221,4.5607,8,41,26,-8.1,-0.8,-10.9,119,116,143,152,-52,11,-40
222,0.81556,-26,16,-19,-12.4,-8.3,-15.1,113,148,161,164,-76,-62,-21
223,0.42388,2,22,-38,-7,-12.1,-11.5,102,145,161,161,-45,-41,9
224,4.1093e+17,1899,1054,545,105.5,6.9,31.8,146,307,318,336,7,23,58
225,38.446,2342,1377,828,144.2,13.2,33,114,252,277,306,-17,4,102
226,4.6789,1355,610,253,66.6,6.8,0,81,200,205,245,59,-55,239
227,38.65,668,254,69,20.6,-2.4,-6.5,105,185,213,238,12,-9,67
228,426.81,113,-16,-3,-6.3,-7.6,-4.6,91,137,144,163,46,71,19
229,112.11,94,43,57,-3.9,-2.4,-1.4,115,81,106,127,55,73,-25
230,24.243,57,53,65,-4.1,-0.3,-1.3,119,116,143,152,5,77,-63
231,4.6328,47,64,56,-5.3,-1.4,-3.9,113,148,161,164,-87,-78,24
232,0.5933,174,179,151,3.7,6.5,3.2,102,145,161,161,-52,-38,-9
233,105.27,1834,877,858,64.3,-3.2,9.1,159,286,294,252,-5,-7,74
234,46.243,2220,1169,1099,123.9,18.2,37.9,127,263,291,253,10,-16,173
235,28.47,1329,599,496,60.6,5.5,1.4,174,243,250,220,61,88,0
236,438.02,668,306,231,19,-2.3,-6.7,112,243,253,234,21,67,-10
237,708.47,110,9,23,-2.4,-3.8,-1.8,78,135,151,143,107,128,51
238,549.43,102,45,65,1.3,1.2,2.9,90,106,130,144,98,94,-29
239,92.589,88,71,79,1.7,3.2,3.4,113,122,137,159,58,65,-27
240,8.6489,61,66,40,-2.2,1.3,1.5,125,145,164,179,-30,-53,27
241,1.407,175,170,129,4.9,10.4,9.1,114,128,156,153,-15,-3,-35
242,0.58696,299,298,256,20.7,31.9,22.3,112,146,197,201,27,-2,7
243,1324.9,2040,690,1455,127.5,136.8,74.8,127,263,291,253,-1,93,47
244,29.627,1322,391,884,40.1,24.9,19.1,174,243,250,220,36,102,-72
245,386.1,654,219,474,1,-1.2,-4.2,112,243,253,234,32,22,60
246,2341.9,63,37,26,-10.9,-6.5,-9.9,78,135,151,143,77,59,57
247,3485.3,40,79,51,2.2,3.9,-0.8,90,106,130,144,81,74,8
248,435.11,70,122,72,8.4,8,2,113,122,137,159,61,18,55
249,20.231,62,76,-6,1.6,3.6,-0.8,125,145,164,179,18,-14,-4
250,3.7649,94,70,5,1.8,8.8,4.2,114,128,156,153,7,26,-38
251,1.8473,151,89,52,7,17.7,12.3,112,146,197,201,31,13,0
252,297.41,2048,667,1509,128.1,150.4,66.9,224,271,294,247,-19,132,-130
253,16.644,1349,388,1037,35.3,43.4,24.1,210,294,301,265,-53,-10,-47
254,50.888,659,205,577,-5.3,3.6,-0.4,103,253,250,231,-35,-56,37
255,1603.5,27,14,20,-18,-11.3,-13.9,90,132,171,152,71,75,-1
256,4891.6,3,66,25,-2.8,1.2,-4.7,108,121,141,140,49,35,32
257,421.73,28,112,41,5.6,7.8,0.1,120,123,128,137,40,15,58
258,22.302,39,62,-27,0.099998,2.6,-1.7,131,142,148,158,17,-11,-2
259,8.077,66,36,-23,-0.2,6.7,2.5,122,162,184,183,-6,13,-13
260,5.4884,89,18,-11,1.7,13.5,9.5,94,167,219,220,10,4,18
261,16.769,2036,871,1441,104.5,129.6,38.1,224,271,294,247,24,142,-148
262,16.312,1339,525,1068,25.9,64.6,10.3,210,294,301,265,-88,-44,-64
263,21.734,645,278,600,-11.3,11.6,-3.6,103,253,250,231,-71,-67,-38
264,276.23,-6,-15,6,-22.6,-13.5,-13.8,90,132,171,152,28,44,20
265,730.59,-5,28,-6,-6.9,-0.7,-5.4,108,121,141,140,125,74,61
266,38.826,14,73,9,0.9,6.2,-0.5,120,123,128,137,80,42,58
267,5.2277,-9,19,-53,-2.9,0.099998,-1.9,131,142,148,158,11,-11,14
268,4.6871,39,5,-40,-0.9,3.7,3.5,122,162,184,183,7,3,-9
269,4.5438,72,-1,-24,2.2,10.9,10,94,167,219,220,30,33,-3
270,8.6568,1061,852,603,-36.6,44.8,-68.3,153,274,269,310,-3,-63,-48
271,34.31,596,383,266,-45.7,-5.7,-51.6,104,265,294,345,-17,-32,-54
272,59.519,-108,-87,-107,-28.8,-20.2,-19.1,85,191,217,221,73,59,62
273,87.377,-16,-41,-56,-11.3,-4.8,-4,119,112,147,134,119,69,34
274,42.875,58,7,-18,-5.7,-0.4,-0.8,118,114,138,135,77,62,-12
275,4.4441,-31,-35,-68,-4.1,-5,-3.3,113,147,152,157,-9,17,8
276,1.9525,-13,-21,-41,2.2,-1.9,0.099998,110,261,256,277,8,8,12
277,11.842,392,370,40,-81.3,-65.1,-94.5,104,265,294,345,24,38,-89
278,17.755,-180,-158,-185,-32.8,-30.2,-29.6,85,191,217,221,92,82,14
279,68.432,-51,-73,-62,-12,-8.8,-6.8,119,112,147,134,48,40,-14
280,345.18,63,9,14,-6,-2.1,-0.7,118,114,138,135,14,63,-49
281,20.02,28,5,-27,-3.8,-4.3,-4.2,113,147,152,157,-9,26,25
282,2.6594,26,29,-4,3.5,-1.8,-0.5,110,261,256,277,19,14,7
283,3.2215,-35,57,-360,-118.9,-131.6,-132.5,103,266,340,401,23,4,-116
284,7.2175,-244,-242,-259,-38.8,-41,-39.4,74,188,202,232,8,42,-2
285,24.06,-89,-113,-77,-13.1,-13.4,-10.9,76,105,155,137,0,-6,29
286,168.08,49,3,42,-4.7,-1.4,0.4,99,122,156,153,-11,-19,70
287,24.047,97,61,31,-3,0.3,-0.5,109,148,151,165,30,7,15
288,3.2172,101,99,49,4.3,2.5,2.5,109,264,258,284,50,17,7
289,4.4651,-572,-527,-624,-52.9,-47.2,-47.7,74,188,202,232,-5,7,54
290,16.09,-190,-238,-221,-22.1,-21.3,-18.4,76,105,155,137,-6,-22,91
291,22.396,13,-55,-10,-4.2,-4.4,0.7,99,122,156,153,-2,6,12
292,8.0645,164,119,121,4.1,9.9,14,109,148,151,165,58,10,11
293,2.4466,193,173,144,5.4,11.2,15,109,264,258,284,70,47,25
294,1.7538,-561,-472,-623,-52.1,-43.8,-54.8,86,94,123,155,32,56,70
295,15.987,-291,-292,-335,-25.7,-23.7,-21.8,44,104,139,141,-12,-8,26
296,54.961,-37,-96,-72,-7.5,-9.4,-3.6,88,140,146,147,4,-14,-18
297,11.212,187,140,163,7.8,7.2,15.7,133,142,121,134,38,42,4
298,2.9555,186,165,172,7.7,9.8,16.4,130,153,168,171,52,72,-14
299,39.203,-605,-521,-604,-26.1,-26.2,-23.2,44,104,139,141,-58,-22,17
300,750.25,-136,-132,-132,-11.6,-14.7,-7.9,88,140,146,147,-94,-62,-6
301,66.24,209,175,206,8.5,2.4,13.8,133,142,121,134,56,70,-40
302,3.8541,190,165,194,10.1,5.2,14.9,130,153,168,171,34,56,-18
303,1.9867,161,154,147,8.4,8.1,13.3,127,246,282,261,58,52,4
304,38.479,-854,-272,-285,-55.7,-25,-10.6,97,99,125,141,-60,28,31
305,711.27,-440,-273,-284,-18.9,-13.8,-3.1,121,113,127,136,-113,-49,27
306,130.4,187,191,199,3,0.9,9.5,141,124,113,113,89,59,-27
307,4.5723,215,193,192,11.3,4.4,14.2,146,112,125,113,51,49,14
308,1.6016,163,128,103,18.3,8.5,16.1,121,120,146,145,47,22,6
309,4.2236,-1036,-312,-290,-89.6,-20.7,-7.7,97,99,125,141,-84,26,27
310,33.098,-770,-503,-512,-31.6,-15.2,0.8,121,113,127,136,-129,-15,30
311,16.967,100,111,99,0.9,2.3,8.7,141,124,113,113,51,-2,12
312,3.0041,169,151,144,8.8,6.7,15.1,146,112,125,113,51,43,6
313,0.94681,159,122,89,18.1,10.1,18.3,121,120,146,145,15,15,8
314,0.43212,-1230,-202,-102,-161.8,-69.7,-12.2,168,129,145,129,-172,-37,-45
315,1.6086,-1084,-549,-293,-82.4,-51.5,-15,165,100,155,139,-191,-18,-51
316,1.9997,-172,-201,-190,-9.9,-9.2,0.5,128,102,142,129,-25,-47,-6
317,1.0242,-10,-24,-20,-0.5,1.7,9.4,134,146,143,139,44,36,-22
318,0.43509,46,49,40,5.3,6.3,12.6,140,166,184,213,11,8,24
319,2.3983,1505,1389,1446,105.6,58.8,106.3,184,42,37,40,-9,46,-82
320,0.78256,-349,-405,-368,-59.6,-55.4,-55.3,121,88,86,95,49,37,-1
321,0.45885,-681,-659,-667,-70.5,-63.4,-64.8,63,105,126,122,-67,-75,109
