 ,Ind#,TDose,T1 Pre,T1 Pos1,T1 Pos1,T1 Pos3,T2 Pre,T2 Pos1,T2 Pos2,T2 Pos3,V Pre,DCE 1,DCE 2,DCE 3,T2w Pre,T2w Pos1,T2w Pos2,T2w Pos3
424,1.545e+19,365,248,463,317,149.2,75,231.2,297.7,84,9,8,12,2,2,4,1
425,1.1946e+36,283,276,377,382,179.3,138.9,119.1,73.6,35,21,46,39,8,6,0,1
426,1.5058e+15,415,388,525,481,114,256.9,139.5,224.1,30,41,49,49,6,4,0,5
427,Inf,1132,411,498,417,67.3,72.7,151.3,391.2,30,18,23,33,10,4,4,9
428,Inf,1228,410,365,333,64.5,57.3,182.5,204.1,40,18,28,20,2,2,0,0
429,1.2087e+33,1751,421,170,278,90.1,145.4,107.9,120.5,53,37,20,25,8,4,1,0
430,Inf,1271,270,252,587,96.4,66.4,99.8,74.1,27,14,18,37,4,0,0,3
431,Inf,545,203,293,695,97.8,58.2,71.9,49,32,32,28,24,16,7,1,1
432,1.8361e+25,449,215,369,697,92.9,87.7,80,92.1,61,55,44,51,2,1,3,0
433,9.7263e+30,202,233,455,273,83.8,95.5,108.5,83.3,95,83,55,61,4,3,5,1
434,5.1586e+35,147,407,547,367,63.8,25.3,115.1,90.8,39,27,26,52,4,3,5,1
435,2.2847e+25,517,666,272,260,173.7,129.8,86,74.9,40,59,44,1,2,1,9,21
436,Inf,766,502,297,249,219.3,181.3,62.5,74.3,37,34,35,28,2,0,3,15
437,6.8631e+27,269,192,350,452,165,62,94,282.3,17,10,15,30,2,3,0,7
438,Inf,250,189,352,470,114.5,61,164.4,381.9,38,23,29,22,10,3,15,3
439,1.3898e+23,304,211,363,282,121.1,108.6,370.6,221.7,36,24,34,65,8,5,3,7
440,5.5368e+15,572,490,487,372,126.3,409.5,75.4,267.6,51,51,50,82,2,1,5,1
441,1.1453e+10,942,640,511,321,89.1,180.5,63.8,409.5,90,33,26,48,2,9,0,5
442,3.8622e+24,1093,341,350,275,80.8,147,80.1,219.5,116,18,3,18,2,1,0,7
443,2.2631e+30,1850,362,187,216,90.6,141.3,185.4,126.1,59,62,49,27,0,0,1,5
444,2.7481e+33,987,330,237,250,93.7,63.6,139.1,92.5,27,37,36,59,4,1,0,0
445,Inf,644,245,262,824,95.4,55.3,77.9,30.6,16,13,4,34,2,0,0,9
446,8.0383e+30,544,227,309,1084,93.8,113.8,83.1,76.9,45,16,16,21,12,0,3,3
447,1.8867e+25,199,232,294,314,84.7,129.8,190.9,119.6,52,30,26,34,4,5,1,15
448,3.6478e+27,199,556,436,458,88.7,38.7,216.5,113.7,21,57,55,44,0,3,1,15
449,1.986e+27,315,527,231,218,88.8,78,130.9,86.8,40,59,44,1,2,0,16,6
450,Inf,584,457,217,320,97.6,245.5,98.2,66.6,37,34,35,28,6,4,4,6
451,Inf,302,184,232,255,119.3,132.4,79.8,169.6,17,10,15,30,8,4,0,12
452,2.6065e+20,260,188,277,301,91.3,90.3,117.2,290,38,23,29,22,10,4,7,4
453,Inf,254,232,405,258,62.1,96.2,193.4,221.2,36,24,34,65,10,0,4,2
454,1.0788e+23,290,574,696,376,81.4,162.4,142.3,182.9,51,51,50,82,8,2,2,4
455,7339,766,765,620,483,81.9,142.9,72.8,220,90,33,26,48,6,8,16,12
456,Inf,609,512,438,224,84.4,153.6,58.4,191.4,116,18,3,18,14,4,0,14
457,Inf,811,292,252,212,93.5,66.1,195.3,92.2,59,62,49,27,6,0,4,16
458,Inf,841,371,199,188,93.2,50.7,122.3,95.4,27,37,36,59,0,0,4,16
459,Inf,578,289,259,587,95.4,54.9,65.6,47.2,16,13,4,34,0,4,12,16
460,Inf,563,261,256,832,102.3,103,73.4,47.5,45,16,16,21,8,0,19,10
461,7.4827e+20,199,254,237,448,95.6,121,162.8,100.4,52,30,26,34,8,6,2,29
462,1.0802e+24,227,437,321,409,77,58.1,378.4,163.9,21,57,55,44,2,0,6,27
463,2.7897e+31,318,328,181,210,313.3,117.8,101.4,130.4,19,27,22,20,2,2,8,8
464,Inf,275,300,164,238,185.4,99.7,108.1,149.5,11,14,14,15,0,0,0,10
465,Inf,257,175,223,595,125.7,187.4,112.3,170.8,29,10,45,18,10,4,0,8
466,Inf,264,236,476,786,104.7,199.2,155.4,147.5,17,17,38,7,4,4,2,2
467,Inf,275,276,885,1024,71.2,152.4,223.9,92,44,42,48,54,12,2,4,4
468,5.5628e+22,358,617,740,195,47.4,74.4,153.6,31,74,27,28,39,19,6,4,14
469,1.2057e+20,527,613,326,472,68,89.8,30.7,33.4,42,28,20,22,21,0,8,8
470,1.7e+30,480,693,280,223,88.2,234.6,40.6,78,77,8,1,15,17,10,8,6
471,Inf,360,243,317,157,117.4,198.1,115.8,68.8,61,8,17,31,10,8,8,8
472,2.9317e+20,480,267,320,138,110,65.9,91.7,53.8,19,30,32,26,0,0,8,10
473,Inf,571,324,170,366,77.7,136.1,53.2,77.4,32,28,12,14,0,6,10,2
474,2.8538e+10,208,299,190,425,154.6,158,69.6,59.6,32,0,14,31,8,4,10,6
475,Inf,171,299,271,550,312.7,112.8,95.4,36.3,46,4,11,27,0,10,4,6
476,Inf,193,306,239,569,45.5,69.2,159.7,60.8,14,13,1,14,2,10,2,10
477,Inf,554,354,233,236,173.9,175.8,96.3,129.6,19,27,22,20,4,0,5,7
478,Inf,481,335,203,269,138.6,114.2,97.4,175.7,11,14,14,15,0,5,3,5
479,Inf,257,218,259,875,159,102.6,113,226.1,29,10,45,18,12,7,3,1
480,2.9126e+36,336,202,538,926,140.9,124,168.3,144,17,17,38,7,6,3,1,7
481,Inf,253,239,851,782,86.6,108.1,404.2,89.2,44,42,48,54,8,1,5,5
482,8.647e+25,283,391,533,315,33.1,58.8,55.4,34.2,74,27,28,39,8,0,3,9
483,1.0115e+33,473,722,258,606,63.4,81.1,32.8,41.8,42,28,20,22,6,0,5,5
484,2.723e+28,418,669,215,240,92.9,235.9,89.1,71.5,77,8,1,15,4,3,9,0
485,Inf,163,485,306,185,152.6,256.5,111.2,89.4,61,8,17,31,2,1,9,0
486,5.7621e+21,243,290,225,140,171.8,140,97.1,60.7,19,30,32,26,11,7,9,3
487,Inf,346,295,121,262,30.6,232.8,61.4,91.8,32,28,12,14,6,7,5,3
488,2.3169e+23,269,316,180,372,103.7,163.9,83.7,91.8,32,0,14,31,8,3,1,0
489,1.2312e+18,171,320,235,440,136.7,94,106.8,65,46,4,11,27,10,1,7,1
490,1.6731e+13,148,341,292,353,88.1,65.8,92,57.1,14,13,1,14,6,7,5,0
491,Inf,902,334,303,241,105.4,203.3,112.7,127.9,56,22,33,34,6,5,17,5
492,3.8413e+36,708,297,246,248,59.3,146.3,98.7,186.6,8,47,46,22,15,9,11,1
493,Inf,327,228,244,1099,133.1,85.2,88.8,261,35,21,60,13,18,5,1,1
494,8.8791e+34,395,211,425,843,159.6,76.9,108.6,113.3,47,17,18,26,9,3,1,3
495,1.6259e+26,394,220,789,924,240.7,58.2,160.2,69.3,39,49,65,45,0,0,0,0
496,4.9567e+16,217,469,480,765,52.7,43.2,47.2,78.6,60,9,16,6,8,1,7,5
497,2.0183e+23,285,546,216,984,59.7,74.3,76.2,134.2,38,6,14,3,8,3,5,5
498,5.621e+26,281,934,165,484,94.3,126.6,133.2,92.5,6,22,27,6,6,1,5,1
499,Inf,248,612,301,241,195.5,104,135.9,88.3,64,35,16,19,6,1,13,0
500,Inf,351,425,185,202,242.7,121.7,112.1,100.2,45,3,6,30,9,3,7,1
501,Inf,404,270,126,254,66.2,128.9,78.7,137,46,26,27,30,0,0,7,0
502,1.4969e+15,309,302,193,318,92.9,64.4,104.8,127,51,35,29,54,2,3,3,5
503,Inf,152,328,261,341,94.5,50.1,107.9,74.7,32,52,39,27,12,1,7,7
504,5.469e+25,424,406,290,288,102.9,54,72.4,95.7,51,34,47,26,0,3,11,10
505,7.2465e+24,938,204,270,251,84.7,80.9,116.7,146.9,56,22,33,34,16,7,19,5
506,1.1324e+35,606,140,237,371,68.8,114.8,98.8,285.3,8,47,46,22,8,7,13,1
507,8.2327e+31,227,199,185,182,40.8,115.7,62.8,94.9,35,21,60,13,14,0,1,5
508,Inf,201,242,170,314,52.7,92.5,48.7,112.5,47,17,18,26,0,9,0,1
509,2.5661e+30,179,323,327,398,120.6,74.3,43.5,205.4,39,49,65,45,4,9,1,5
510,4.9052e+25,181,1036,419,450,204.4,65.1,62.1,120.4,60,9,16,6,8,1,0,1
511,1.2947e+27,187,1058,172,532,130.3,42.9,78.4,114.8,38,6,14,3,16,3,1,0
512,3.5458e+23,156,1290,515,519,96.9,44.4,121.8,119.2,6,22,27,6,32,1,5,0
513,3.7077e+18,283,627,484,784,89.3,27.9,178.1,156.1,64,35,16,19,16,0,3,3
514,Inf,409,728,199,820,409.5,43.7,145,214.5,45,3,6,30,1,1,0,1
515,2.799e+31,286,314,237,333,313,28.4,76.6,267.8,46,26,27,30,8,1,0,11
516,1.9146e+33,164,293,294,244,120.1,24.6,92.2,171.1,51,35,29,54,8,3,1,9
517,4.2575e+29,178,316,325,183,135,25.3,86.6,49.8,32,52,39,27,0,7,0,9
518,Inf,473,449,271,153,58.4,104.4,78.9,136.8,51,34,47,26,16,11,1,22
519,1.264e+12,504,183,177,249,78.7,73.9,78.6,171.7,98,28,38,44,9,0,5,1
520,Inf,463,132,199,442,99.2,62.8,77.7,365.7,51,45,61,51,4,5,9,1
521,Inf,226,470,237,155,65.1,96,74.7,193.9,88,30,41,23,4,3,0,3
522,5.1984e+35,188,531,222,212,62.5,93.6,79.2,187.3,100,24,31,37,10,0,1,3
523,Inf,156,609,339,387,79.1,85.6,109.6,308.7,108,43,54,22,10,0,11,1
524,2.3868e+16,199,820,732,413,159.1,140.4,55.4,99.1,113,55,54,40,33,1,5,0
525,3.4291e+16,224,1186,324,440,167,409.5,37.8,97.6,75,26,20,29,50,0,0,0
526,1.7683e+28,195,831,344,518,159.5,115.3,67.8,109,55,11,6,25,32,0,5,3
527,Inf,279,480,724,758,163.1,24.1,185.6,157.6,80,38,45,37,6,0,3,0
528,8.9749e+34,383,393,591,534,234.6,32.2,160.9,173.2,45,31,46,36,4,1,0,1
529,1.3048e+15,310,524,238,234,155.7,51.4,127.1,382.6,14,43,39,29,0,1,1,0
530,7.0333e+15,186,585,305,182,104.5,35.2,117.8,170.2,6,29,33,52,18,7,0,0
531,5.781e+32,435,449,349,163,107,37.2,87.8,49.2,59,42,45,61,8,11,1,10
532,2.8272e+23,494,638,310,130,81.5,209.6,119.8,135.9,100,26,32,24,8,9,3,25
533,7.9635e+30,289,201,84,246,66.2,81.9,75.4,299.5,98,28,38,44,10,0,5,1
534,8.3191e+29,375,184,177,527,87.6,62,70.4,308.8,51,45,61,51,6,0,1,1
535,1.2397e+36,260,252,484,527,103.4,72.3,88.5,191.9,88,30,41,23,8,1,3,5
536,1.705e+32,203,545,265,314,101.2,75,114.9,134,100,24,31,37,6,1,0,1
537,3.0816e+30,157,587,311,385,100.5,73.6,163.6,41,108,43,54,22,23,0,3,1
538,1.5085e+18,200,401,601,335,117.9,108.3,53.2,28.2,113,55,54,40,32,5,0,1
539,6.9944e+16,244,580,446,293,148,294.3,70.5,67.4,75,26,20,29,40,1,3,1
540,5.6563e+32,240,471,391,265,186.6,204.2,99.3,88.6,55,11,6,25,21,0,6,3
541,1.9925e+17,254,326,627,527,185.5,51.1,209.5,170.3,80,38,45,37,0,0,5,0
542,8.5098e+21,346,312,594,339,195.8,58.1,172.3,92.8,45,31,46,36,0,0,5,1
543,1.6866e+19,358,481,494,205,147,105.6,173.1,104.5,14,43,39,29,0,0,3,8
544,Inf,253,696,555,161,118.8,39.2,185,89.6,6,29,33,52,3,11,1,3
545,Inf,502,966,303,157,99.8,195.4,84.5,49.9,59,42,45,61,29,3,3,10
546,4.5552e+19,525,557,288,265,38.9,292.3,214.2,135.9,100,26,32,24,31,0,6,23
547,9432.2,170,368,266,657,85.3,119.1,145.1,169.3,79,29,14,41,15,13,1,3
548,1.0668e+32,216,274,331,481,75.8,116.2,203.6,283.6,55,44,33,56,5,1,5,5
549,1.5721e+27,321,497,462,420,133.4,118.9,226.6,179,58,48,49,41,1,3,9,5
550,6.4831e+36,254,716,310,448,253.6,71.8,126,195.8,59,79,82,61,3,3,3,1
551,7.5552e+15,210,435,265,413,269.1,62.7,76.8,369.3,109,94,98,60,13,9,0,1
552,1.2727e+19,283,235,286,280,110.9,64.5,56.8,158,147,74,60,43,42,0,3,1
553,Inf,262,233,568,293,89.3,69.2,96,112.7,140,59,46,32,45,0,5,1
554,4.4932e+09,281,260,496,314,123.2,84.5,149.8,79.1,71,48,43,37,16,1,5,1
555,2.2479e+29,207,254,433,379,225,136.7,114.8,224.4,49,58,55,35,1,0,1,3
556,2.3416e+36,171,280,414,188,205.8,161.9,131.1,195.5,50,43,47,17,5,1,5,1
557,5.0237e+34,252,633,363,238,134.4,276.9,167.3,138.2,34,1,10,14,0,0,3,5
558,Inf,260,793,515,253,126.8,212.5,177.2,30.9,55,37,55,56,9,7,9,1
559,Inf,259,698,212,352,159.1,316.4,56.6,44.9,85,45,51,59,24,7,3,3
560,4.5149e+26,330,260,269,505,54.5,154.4,258.9,129.1,54,53,45,30,26,0,3,9
561,Inf,646,635,357,272,228.2,122.6,51.7,102.1,34,54,59,56,8,4,11,5
562,Inf,587,255,539,246,273.2,94.8,52.4,302.2,49,53,61,32,2,12,16,7
563,Inf,228,220,461,480,153.1,52.4,213.6,409.5,60,41,48,18,0,0,4,5
564,Inf,365,248,463,317,149.2,75,231.2,297.7,47,40,36,17,8,6,4,7
565,1.8475e+32,283,276,377,382,179.3,138.9,119.1,73.6,24,41,54,31,12,10,3,1
566,3.7569e+11,415,388,525,481,114,256.9,139.5,224.1,16,70,98,78,6,0,3,3
567,1.1782e+23,1132,411,498,417,67.3,72.7,151.3,391.2,45,42,61,69,8,4,1,9
568,1.4982e+35,1228,410,365,333,64.5,57.3,182.5,204.1,31,21,21,17,0,0,3,7
569,1.102e+33,1751,421,170,278,90.1,145.4,107.9,120.5,40,13,26,6,12,3,5,9
570,1.1002e+11,1271,270,252,587,96.4,66.4,99.8,74.1,19,1,18,33,8,5,7,11
571,Inf,545,203,293,695,97.8,58.2,71.9,49,39,13,27,42,12,11,7,5
572,6.2913e+18,449,215,369,697,92.9,87.7,80,92.1,24,55,42,51,4,0,3,5
573,1.068e+10,202,233,455,273,83.8,95.5,108.5,83.3,98,68,46,40,4,1,5,1
574,2.0807e+36,147,407,547,367,63.8,25.3,115.1,90.8,107,48,47,20,16,3,17,5
575,4.5235e+17,517,666,272,260,173.7,129.8,86,74.9,13,55,69,27,16,11,9,13
576,Inf,766,502,297,249,219.3,181.3,62.5,74.3,30,42,50,11,17,3,9,13
577,4.893e+21,269,192,350,452,165,62,94,282.3,64,49,71,46,6,1,5,0
578,1.0761e+31,250,189,352,470,114.5,61,164.4,381.9,34,65,106,75,12,7,7,1
579,3.716e+19,304,211,363,282,121.1,108.6,370.6,221.7,18,88,134,91,10,3,3,1
580,1.0909e+16,572,490,487,372,126.3,409.5,75.4,267.6,9,83,100,92,14,1,0,0
581,2.6597e+27,942,640,511,321,89.1,180.5,63.8,409.5,8,34,22,25,4,1,5,9
582,1.269e+35,1093,341,350,275,80.8,147,80.1,219.5,63,16,10,18,2,0,3,7
583,1.5643e+29,1850,362,187,216,90.6,141.3,185.4,126.1,43,19,7,18,0,1,0,9
584,4.0194e+29,987,330,237,250,93.7,63.6,139.1,92.5,33,56,56,64,0,11,0,3
585,Inf,644,245,262,824,95.4,55.3,77.9,30.6,40,19,31,48,4,5,7,3
586,4.4803e+35,544,227,309,1084,93.8,113.8,83.1,76.9,34,18,35,42,4,7,17,1
587,5.542e+12,199,232,294,314,84.7,129.8,190.9,119.6,43,49,35,27,10,11,3,15
588,2.0334e+21,199,556,436,458,88.7,38.7,216.5,113.7,92,28,34,39,2,3,15,11
589,Inf,315,527,231,218,88.8,78,130.9,86.8,13,55,69,27,14,8,2,0
590,Inf,584,457,217,320,97.6,245.5,98.2,66.6,30,42,50,11,19,4,2,4
591,2.6391e+30,302,184,232,255,119.3,132.4,79.8,169.6,64,49,71,46,4,8,4,4
592,8.1521e+22,260,188,277,301,91.3,90.3,117.2,290,34,65,106,75,2,10,14,0
593,2.8052e+19,254,232,405,258,62.1,96.2,193.4,221.2,18,88,134,91,2,8,0,0
594,Inf,290,574,696,376,81.4,162.4,142.3,182.9,9,83,100,92,10,4,2,0
595,4.5856e+36,766,765,620,483,81.9,142.9,72.8,220,8,34,22,25,2,6,8,4
596,Inf,609,512,438,224,84.4,153.6,58.4,191.4,63,16,10,18,2,8,4,10
597,5.3936e+28,811,292,252,212,93.5,66.1,195.3,92.2,43,19,7,18,0,6,8,10
598,1.4658e+28,841,371,199,188,93.2,50.7,122.3,95.4,33,56,56,64,4,10,2,0
599,1.8301e+29,578,289,259,587,95.4,54.9,65.6,47.2,40,19,31,48,10,12,12,6
600,1.6356e+27,563,261,256,832,102.3,103,73.4,47.5,34,18,35,42,2,16,16,8
601,8.05e+20,199,254,237,448,95.6,121,162.8,100.4,43,49,35,27,0,10,4,23
602,Inf,227,437,321,409,77,58.1,378.4,163.9,92,28,34,39,18,2,23,14
603,3.6364e+36,318,328,181,210,313.3,117.8,101.4,130.4,11,16,30,10,6,0,2,0
604,Inf,275,300,164,238,185.4,99.7,108.1,149.5,34,42,28,23,0,2,8,2
605,8.3428e+36,257,175,223,595,125.7,187.4,112.3,170.8,41,47,39,12,2,8,0,4
606,Inf,264,236,476,786,104.7,199.2,155.4,147.5,43,53,93,32,0,2,0,2
607,1.8237e+34,275,276,885,1024,71.2,152.4,223.9,92,41,41,78,28,4,4,10,0
608,1.7868e+32,358,617,740,195,47.4,74.4,153.6,31,57,14,5,17,6,4,10,4
609,Inf,527,613,326,472,68,89.8,30.7,33.4,63,22,27,35,12,4,4,0
610,5.6434e+30,480,693,280,223,88.2,234.6,40.6,78,24,8,11,20,8,14,2,2
611,Inf,360,243,317,157,117.4,198.1,115.8,68.8,42,21,24,8,6,10,8,2
612,3.0072e+33,480,267,320,138,110,65.9,91.7,53.8,41,48,50,1,2,0,16,6
613,Inf,571,324,170,366,77.7,136.1,53.2,77.4,18,27,31,36,10,4,4,2
614,2.9744e+24,208,299,190,425,154.6,158,69.6,59.6,11,6,26,19,6,2,4,10
615,1.7803e+25,171,299,271,550,312.7,112.8,95.4,36.3,34,28,17,26,12,2,4,2
616,1.0748e+28,193,306,239,569,45.5,69.2,159.7,60.8,38,16,24,25,12,4,13,3
617,3.2395e+31,554,354,233,236,173.9,175.8,96.3,129.6,11,16,30,10,14,7,1,0
618,Inf,481,335,203,269,138.6,114.2,97.4,175.7,34,42,28,23,13,1,0,0
619,1.2478e+14,257,218,259,875,159,102.6,113,226.1,41,47,39,12,2,1,0,5
620,2.5268e+31,336,202,538,926,140.9,124,168.3,144,43,53,93,32,8,1,5,5
621,Inf,253,239,851,782,86.6,108.1,404.2,89.2,41,41,78,28,4,0,5,1
622,6.2682e+33,283,391,533,315,33.1,58.8,55.4,34.2,57,14,5,17,12,3,1,5
623,2.9455e+28,473,722,258,606,63.4,81.1,32.8,41.8,63,22,27,35,17,7,0,1
624,Inf,418,669,215,240,92.9,235.9,89.1,71.5,24,8,11,20,10,7,1,0
625,Inf,163,485,306,185,152.6,256.5,111.2,89.4,42,21,24,8,0,0,0,0
626,4.5642e+26,243,290,225,140,171.8,140,97.1,60.7,41,48,50,1,0,0,7,0
627,Inf,346,295,121,262,30.6,232.8,61.4,91.8,18,27,31,36,4,1,0,5
628,2.1943e+18,269,316,180,372,103.7,163.9,83.7,91.8,11,6,26,19,6,1,1,1
629,Inf,171,320,235,440,136.7,94,106.8,65,34,28,17,26,25,1,7,3
630,6.3718e+29,148,341,292,353,88.1,65.8,92,57.1,38,16,24,25,12,11,9,14
631,4.241e+34,902,334,303,241,105.4,203.3,112.7,127.9,50,26,25,36,16,15,0,5
632,Inf,708,297,246,248,59.3,146.3,98.7,186.6,67,76,70,50,4,1,0,3
633,3.806e+31,327,228,244,1099,133.1,85.2,88.8,261,66,85,80,54,12,1,1,3
634,Inf,395,211,425,843,159.6,76.9,108.6,113.3,70,60,50,55,14,0,9,3
635,1.6691e+32,394,220,789,924,240.7,58.2,160.2,69.3,71,68,31,69,4,3,7,1
636,2.7894e+16,217,469,480,765,52.7,43.2,47.2,78.6,63,24,45,23,2,0,3,3
637,1.6753e+29,285,546,216,984,59.7,74.3,76.2,134.2,58,27,14,16,2,5,0,3
638,Inf,281,934,165,484,94.3,126.6,133.2,92.5,23,8,2,6,4,1,1,0
639,Inf,248,612,301,241,195.5,104,135.9,88.3,54,18,20,9,6,1,9,1
640,4.0485e+24,351,425,185,202,242.7,121.7,112.1,100.2,47,12,40,42,0,0,3,1
641,4.3485e+31,404,270,126,254,66.2,128.9,78.7,137,4,30,29,26,0,1,1,1
642,7.5202e+13,309,302,193,318,92.9,64.4,104.8,127,5,43,42,37,15,5,7,3
643,6.3363e+23,152,328,261,341,94.5,50.1,107.9,74.7,23,81,83,65,31,1,11,3
644,1.3639e+26,424,406,290,288,102.9,54,72.4,95.7,27,62,65,46,13,11,3,3
645,6.1416e+21,938,204,270,251,84.7,80.9,116.7,146.9,50,26,25,36,4,0,1,3
646,Inf,606,140,237,371,68.8,114.8,98.8,285.3,67,76,70,50,6,7,3,0
647,Inf,227,199,185,182,40.8,115.7,62.8,94.9,66,85,80,54,29,0,1,1
648,Inf,201,242,170,314,52.7,92.5,48.7,112.5,70,60,50,55,23,5,11,0
649,Inf,179,323,327,398,120.6,74.3,43.5,205.4,71,68,31,69,37,1,15,0
650,221.23,181,1036,419,450,204.4,65.1,62.1,120.4,63,24,45,23,33,3,5,0
651,Inf,187,1058,172,532,130.3,42.9,78.4,114.8,58,27,14,16,12,3,3,5
652,4.9559e+28,156,1290,515,519,96.9,44.4,121.8,119.2,23,8,2,6,4,5,13,1
653,5.9655e+28,283,627,484,784,89.3,27.9,178.1,156.1,54,18,20,9,4,1,7,0
654,1.8914e+22,409,728,199,820,409.5,43.7,145,214.5,47,12,40,42,4,1,7,3
655,4.7631e+18,286,314,237,333,313,28.4,76.6,267.8,4,30,29,26,0,1,0,0
656,6.2994e+27,164,293,294,244,120.1,24.6,92.2,171.1,5,43,42,37,2,5,7,14
657,3.5363e+20,178,316,325,183,135,25.3,86.6,49.8,23,81,83,65,8,9,1,1
658,5.1623e+33,473,449,271,153,58.4,104.4,78.9,136.8,27,62,65,46,8,3,11,27
659,Inf,504,183,177,249,78.7,73.9,78.6,171.7,92,70,70,73,4,7,7,3
660,Inf,463,132,199,442,99.2,62.8,77.7,365.7,80,77,94,72,2,7,3,1
661,9.2545e+30,226,470,237,155,65.1,96,74.7,193.9,83,102,120,94,28,0,1,3
662,Inf,188,531,222,212,62.5,93.6,79.2,187.3,78,90,94,88,21,1,12,7
663,Inf,156,609,339,387,79.1,85.6,109.6,308.7,66,95,100,97,71,0,16,1
664,1.195e+36,199,820,732,413,159.1,140.4,55.4,99.1,111,69,82,80,56,0,1,0
665,2.4436e+23,224,1186,324,440,167,409.5,37.8,97.6,114,73,68,74,14,1,7,0
666,4.2934e+15,195,831,344,518,159.5,115.3,67.8,109,42,44,42,50,0,0,5,3
667,5.4857e+26,279,480,724,758,163.1,24.1,185.6,157.6,46,18,24,15,2,0,5,3
668,2.6777e+30,383,393,591,534,234.6,32.2,160.9,173.2,32,53,40,37,20,5,9,1
669,1.9559e+14,310,524,238,234,155.7,51.4,127.1,382.6,6,16,26,13,12,3,5,0
670,6.8462e+18,186,585,305,182,104.5,35.2,117.8,170.2,20,44,30,24,4,7,8,5
671,9.0527e+18,435,449,349,163,107,37.2,87.8,49.2,71,85,86,78,10,9,1,8
672,2.9165e+11,494,638,310,130,81.5,209.6,119.8,135.9,97,51,46,58,6,7,0,28
673,Inf,289,201,84,246,66.2,81.9,75.4,299.5,92,70,70,73,12,0,10,12
674,Inf,375,184,177,527,87.6,62,70.4,308.8,80,77,94,72,12,1,5,1
675,Inf,260,252,484,527,103.4,72.3,88.5,191.9,83,102,120,94,15,5,0,10
676,1.9355e+24,203,545,265,314,101.2,75,114.9,134,78,90,94,88,33,1,1,1
677,Inf,157,587,311,385,100.5,73.6,163.6,41,66,95,100,97,51,1,12,3
678,Inf,200,401,601,335,117.9,108.3,53.2,28.2,111,69,82,80,24,1,10,1
679,Inf,244,580,446,293,148,294.3,70.5,67.4,114,73,68,74,1,5,10,6
680,4.9633e+36,240,471,391,265,186.6,204.2,99.3,88.6,42,44,42,50,1,3,11,11
681,Inf,254,326,627,527,185.5,51.1,209.5,170.3,46,18,24,15,9,1,8,6
682,1.8463e+21,346,312,594,339,195.8,58.1,172.3,92.8,32,53,40,37,17,10,10,10
683,6.9513e+21,358,481,494,205,147,105.6,173.1,104.5,6,16,26,13,7,6,6,5
684,6.777e+22,253,696,555,161,118.8,39.2,185,89.6,20,44,30,24,3,11,10,0
685,5.1909e+34,502,966,303,157,99.8,195.4,84.5,49.9,71,85,86,78,7,10,10,3
686,2.9081e+20,525,557,288,265,38.9,292.3,214.2,135.9,97,51,46,58,11,13,3,5
687,Inf,170,368,266,657,85.3,119.1,145.1,169.3,88,67,66,65,3,11,16,11
688,2.0637e+24,216,274,331,481,75.8,116.2,203.6,283.6,61,40,53,40,0,16,16,1
689,3.3614e+30,321,497,462,420,133.4,118.9,226.6,179,45,91,104,88,15,1,0,0
690,1.712e+31,254,716,310,448,253.6,71.8,126,195.8,44,130,116,105,25,5,9,7
691,2.8586e+20,210,435,265,413,269.1,62.7,76.8,369.3,52,117,131,109,28,5,7,12
692,2.3764e+19,283,235,286,280,110.9,64.5,56.8,158,106,94,95,82,11,0,16,3
693,5.5982e+24,262,233,568,293,89.3,69.2,96,112.7,118,81,52,54,0,12,14,5
694,3.3251e+23,281,260,496,314,123.2,84.5,149.8,79.1,32,40,30,24,0,11,16,7
695,2.148e+27,207,254,433,379,225,136.7,114.8,224.4,17,7,14,38,7,1,3,7
696,9.3855e+28,171,280,414,188,205.8,161.9,131.1,195.5,13,63,42,65,9,5,9,3
697,Inf,252,633,363,238,134.4,276.9,167.3,138.2,22,17,11,30,1,1,1,5
698,3.2849e+23,260,793,515,253,126.8,212.5,177.2,30.9,40,20,27,39,16,12,12,0
699,1.6166e+30,259,698,212,352,159.1,316.4,56.6,44.9,82,46,45,40,15,0,9,1
700,1.7769e+29,330,260,269,505,54.5,154.4,258.9,129.1,77,45,40,36,15,14,0,3
701,Inf,646,635,357,272,228.2,122.6,51.7,102.1,12,29,37,41,12,0,0,0
702,Inf,587,255,539,246,273.2,94.8,52.4,302.2,18,42,49,53,18,6,1,3
703,Inf,228,220,461,480,153.1,52.4,213.6,409.5,60,27,38,50,10,0,0,1
704,Inf,365,248,463,317,149.2,75,231.2,297.7,31,42,53,51,2,8,0,0
705,4.1768e+16,283,276,377,382,179.3,138.9,119.1,73.6,41,76,79,40,0,8,1,0
706,4.6515e+26,415,388,525,481,114,256.9,139.5,224.1,53,96,99,54,0,3,1,1
707,3.3025e+29,1132,411,498,417,67.3,72.7,151.3,391.2,11,86,59,85,0,1,3,5
708,1.037e+31,1228,410,365,333,64.5,57.3,182.5,204.1,6,39,50,46,8,3,5,1
709,1.1986e+15,1751,421,170,278,90.1,145.4,107.9,120.5,9,38,34,11,8,3,3,0
710,2.5919e+16,1271,270,252,587,96.4,66.4,99.8,74.1,13,28,28,4,8,5,9,5
711,Inf,545,203,293,695,97.8,58.2,71.9,49,29,14,16,24,14,9,7,3
712,2.9229e+17,449,215,369,697,92.9,87.7,80,92.1,39,29,31,26,2,0,3,5
