 ,Ind#,TDose,T1 Pre,T1 Pos1,T1 Pos1,T1 Pos3,T2 Pre,T2 Pos1,T2 Pos2,T2 Pos3,V Pre,DCE 1,DCE 2,DCE 3,T2w Pre,T2w Pos1,T2w Pos2,T2w Pos3
206,2.2598e+33,243,290,225,140,171.8,140,97.1,60.7,41,8,21,16,41,7,1,3
207,Inf,346,295,121,262,30.6,232.8,61.4,91.8,53,9,26,21,50,5,1,1
208,1.72e+22,269,316,180,372,103.7,163.9,83.7,91.8,90,29,25,52,62,1,9,5
209,3.8046e+34,171,320,235,440,136.7,94,106.8,65,76,56,46,71,88,11,7,14
210,1.9339e+16,148,341,292,353,88.1,65.8,92,57.1,44,54,35,23,71,9,16,1
211,3.0261e+18,902,334,303,241,105.4,203.3,112.7,127.9,37,41,26,26,2,1,3,3
212,4.2113e+27,708,297,246,248,59.3,146.3,98.7,186.6,57,6,31,18,4,0,3,3
213,1.9998e+27,327,228,244,1099,133.1,85.2,88.8,261,21,61,58,63,2,1,1,0
214,2.251e+30,395,211,425,843,159.6,76.9,108.6,113.3,16,39,44,29,7,3,7,7
215,5.0218e+24,394,220,789,924,240.7,58.2,160.2,69.3,16,15,20,23,0,7,1,1
216,Inf,217,469,480,765,52.7,43.2,47.2,78.6,32,4,6,11,2,0,1,0
217,2.4679e+17,285,546,216,984,59.7,74.3,76.2,134.2,58,14,15,25,0,0,0,0
218,1.6659e+28,281,934,165,484,94.3,126.6,133.2,92.5,115,3,9,22,6,3,0,1
219,7.1687e+22,248,612,301,241,195.5,104,135.9,88.3,93,27,13,36,18,3,15,5
220,1.285e+29,351,425,185,202,242.7,121.7,112.1,100.2,21,48,20,33,57,7,3,5
221,2.5525e+32,404,270,126,254,66.2,128.9,78.7,137,47,55,35,27,80,0,5,1
222,Inf,309,302,193,318,92.9,64.4,104.8,127,67,58,36,74,76,3,9,3
223,4.3508e+14,152,328,261,341,94.5,50.1,107.9,74.7,57,81,88,73,56,11,14,21
224,1.2348e+29,424,406,290,288,102.9,54,72.4,95.7,71,44,52,48,48,7,20,9
225,1.6756e+23,938,204,270,251,84.7,80.9,116.7,146.9,37,41,26,26,0,3,7,3
226,1.6971e+35,606,140,237,371,68.8,114.8,98.8,285.3,57,6,31,18,12,5,5,3
227,Inf,227,199,185,182,40.8,115.7,62.8,94.9,21,61,58,63,0,3,9,1
228,Inf,201,242,170,314,52.7,92.5,48.7,112.5,16,39,44,29,4,9,0,1
229,4.7777e+26,179,323,327,398,120.6,74.3,43.5,205.4,16,15,20,23,2,7,3,1
230,Inf,181,1036,419,450,204.4,65.1,62.1,120.4,32,4,6,11,9,0,0,0
231,Inf,187,1058,172,532,130.3,42.9,78.4,114.8,58,14,15,25,4,0,0,1
232,Inf,156,1290,515,519,96.9,44.4,121.8,119.2,115,3,9,22,31,5,0,1
233,5.0982e+30,283,627,484,784,89.3,27.9,178.1,156.1,93,27,13,36,40,11,11,7
234,Inf,409,728,199,820,409.5,43.7,145,214.5,21,48,20,33,68,3,7,11
235,1.5859e+20,286,314,237,333,313,28.4,76.6,267.8,47,55,35,27,76,0,7,9
236,1.083e+23,164,293,294,244,120.1,24.6,92.2,171.1,67,58,36,74,62,5,5,13
237,5.2483e+12,178,316,325,183,135,25.3,86.6,49.8,57,81,88,73,48,7,17,24
238,1.0179e+09,473,449,271,153,58.4,104.4,78.9,136.8,71,44,52,48,27,9,17,7
239,3.2104e+31,504,183,177,249,78.7,73.9,78.6,171.7,41,12,14,16,0,11,1,9
240,1.2732e+18,463,132,199,442,99.2,62.8,77.7,365.7,75,36,43,11,9,5,5,7
241,Inf,226,470,237,155,65.1,96,74.7,193.9,63,92,78,72,6,5,13,0
242,Inf,188,531,222,212,62.5,93.6,79.2,187.3,66,31,19,33,6,9,3,3
243,Inf,156,609,339,387,79.1,85.6,109.6,308.7,73,17,10,10,10,13,9,5
244,Inf,199,820,732,413,159.1,140.4,55.4,99.1,76,29,16,7,4,5,1,0
245,4.473e+33,224,1186,324,440,167,409.5,37.8,97.6,45,17,11,1,4,3,3,0
246,Inf,195,831,344,518,159.5,115.3,67.8,109,70,49,72,54,30,3,3,1
247,8.6292e+34,279,480,724,758,163.1,24.1,185.6,157.6,34,97,94,57,49,7,11,3
248,3.8e+12,383,393,591,534,234.6,32.2,160.9,173.2,25,56,62,48,53,5,3,9
249,1.9125e+27,310,524,238,234,155.7,51.4,127.1,382.6,19,28,16,10,58,0,7,9
250,4.1411e+16,186,585,305,182,104.5,35.2,117.8,170.2,52,27,26,41,56,0,14,18
251,4.2058e+18,435,449,349,163,107,37.2,87.8,49.2,60,47,61,43,14,1,0,5
252,1.0811e+22,494,638,310,130,81.5,209.6,119.8,135.9,83,27,43,51,6,1,0,0
253,4.3437e+23,289,201,84,246,66.2,81.9,75.4,299.5,41,12,14,16,0,1,8,5
254,1.319e+33,375,184,177,527,87.6,62,70.4,308.8,75,36,43,11,2,5,12,1
255,5.1469e+21,260,252,484,527,103.4,72.3,88.5,191.9,63,92,78,72,8,8,12,5
256,2.3561e+34,203,545,265,314,101.2,75,114.9,134,66,31,19,33,4,12,1,1
257,Inf,157,587,311,385,100.5,73.6,163.6,41,73,17,10,10,4,12,3,0
258,3.0535e+34,200,401,601,335,117.9,108.3,53.2,28.2,76,29,16,7,2,1,3,0
259,1.0391e+31,244,580,446,293,148,294.3,70.5,67.4,45,17,11,1,0,7,0,0
260,2.2151e+34,240,471,391,265,186.6,204.2,99.3,88.6,70,49,72,54,15,1,6,1
261,6.6377e+21,254,326,627,527,185.5,51.1,209.5,170.3,34,97,94,57,28,3,5,1
262,9.2611e+12,346,312,594,339,195.8,58.1,172.3,92.8,25,56,62,48,45,0,5,1
263,3.1083e+06,358,481,494,205,147,105.6,173.1,104.5,19,28,16,10,50,0,6,0
264,7.0264e+22,253,696,555,161,118.8,39.2,185,89.6,52,27,26,41,38,5,6,1
265,1.2338e+25,502,966,303,157,99.8,195.4,84.5,49.9,60,47,61,43,14,1,0,0
266,1.135e+21,525,557,288,265,38.9,292.3,214.2,135.9,83,27,43,51,12,6,0,5
267,4.1428e+07,170,368,266,657,85.3,119.1,145.1,169.3,70,49,45,44,9,5,16,1
268,1.4805e+20,216,274,331,481,75.8,116.2,203.6,283.6,68,61,63,49,15,5,11,0
269,Inf,321,497,462,420,133.4,118.9,226.6,179,75,74,76,57,7,5,0,1
270,Inf,254,716,310,448,253.6,71.8,126,195.8,103,13,25,23,1,3,1,1
271,5.7399e+22,210,435,265,413,269.1,62.7,76.8,369.3,103,16,24,23,0,1,5,1
272,3.4791e+35,283,235,286,280,110.9,64.5,56.8,158,99,23,11,0,7,1,1,3
273,2.5022e+32,262,233,568,293,89.3,69.2,96,112.7,56,16,20,15,3,5,3,3
274,Inf,281,260,496,314,123.2,84.5,149.8,79.1,28,102,114,112,6,9,3,11
275,Inf,207,254,433,379,225,136.7,114.8,224.4,4,111,116,121,22,3,7,14
276,Inf,171,280,414,188,205.8,161.9,131.1,195.5,35,78,85,79,34,0,3,0
277,4.5956e+27,252,633,363,238,134.4,276.9,167.3,138.2,46,29,38,44,13,0,1,1
278,7.8476e+16,260,793,515,253,126.8,212.5,177.2,30.9,34,25,11,13,0,5,11,5
279,5.302e+18,259,698,212,352,159.1,316.4,56.6,44.9,86,17,16,24,11,5,18,0
280,Inf,330,260,269,505,54.5,154.4,258.9,129.1,76,17,14,26,11,7,11,5
281,1.9571e+36,646,635,357,272,228.2,122.6,51.7,102.1,39,74,60,74,8,0,0,13
282,4.0903e+29,587,255,539,246,273.2,94.8,52.4,302.2,53,65,29,46,0,0,10,11
283,Inf,228,220,461,480,153.1,52.4,213.6,409.5,75,41,15,35,0,6,10,15
284,Inf,365,248,463,317,149.2,75,231.2,297.7,63,15,28,27,4,4,2,7
285,Inf,283,276,377,382,179.3,138.9,119.1,73.6,24,23,10,4,4,0,2,1
286,3.935e+30,415,388,525,481,114,256.9,139.5,224.1,22,23,16,11,0,2,4,0
287,3.6583e+35,1132,411,498,417,67.3,72.7,151.3,391.2,20,24,15,13,14,2,0,1
288,2.2769e+25,1228,410,365,333,64.5,57.3,182.5,204.1,65,29,29,19,8,2,0,0
289,Inf,1751,421,170,278,90.1,145.4,107.9,120.5,28,64,73,57,2,4,4,1
290,Inf,1271,270,252,587,96.4,66.4,99.8,74.1,56,26,20,19,10,0,2,0
291,Inf,545,203,293,695,97.8,58.2,71.9,49,54,21,4,19,10,0,6,9
292,4.7268e+32,449,215,369,697,92.9,87.7,80,92.1,101,51,35,40,8,0,0,5
293,3.7617e+20,202,233,455,273,83.8,95.5,108.5,83.3,62,21,13,23,14,0,0,7
294,1.0107e+21,147,407,547,367,63.8,25.3,115.1,90.8,44,31,39,39,34,7,0,5
295,2.8587e+21,517,666,272,260,173.7,129.8,86,74.9,53,13,10,28,2,1,17,8
296,7.8117e+16,766,502,297,249,219.3,181.3,62.5,74.3,17,22,0,35,2,7,0,3
297,Inf,269,192,350,452,165,62,94,282.3,10,9,1,28,2,5,7,9
298,8.4048e+06,250,189,352,470,114.5,61,164.4,381.9,49,19,25,27,10,5,3,5
299,3.551e+22,304,211,363,282,121.1,108.6,370.6,221.7,55,15,33,36,2,0,1,1
300,2.5726e+28,572,490,487,372,126.3,409.5,75.4,267.6,57,28,30,54,4,3,1,5
301,1.4877e+15,942,640,511,321,89.1,180.5,63.8,409.5,136,32,30,47,2,0,7,3
302,3.0085e+10,1093,341,350,275,80.8,147,80.1,219.5,114,16,17,22,12,0,1,5
303,6.2945e+28,1850,362,187,216,90.6,141.3,185.4,126.1,74,51,54,52,10,3,5,3
304,5.7955e+24,987,330,237,250,93.7,63.6,139.1,92.5,80,33,41,49,2,1,5,1
305,2.2553e+28,644,245,262,824,95.4,55.3,77.9,30.6,56,31,24,18,6,0,1,7
306,Inf,544,227,309,1084,93.8,113.8,83.1,76.9,83,35,16,21,12,7,3,5
307,2.7146e+26,199,232,294,314,84.7,129.8,190.9,119.6,85,9,11,23,38,5,0,1
308,Inf,199,556,436,458,88.7,38.7,216.5,113.7,24,26,39,48,26,5,7,11
309,5.7107e+06,315,527,231,218,88.8,78,130.9,86.8,53,13,10,28,8,0,14,0
310,Inf,584,457,217,320,97.6,245.5,98.2,66.6,17,22,0,35,6,8,6,6
311,3.3075e+11,302,184,232,255,119.3,132.4,79.8,169.6,10,9,1,28,4,12,8,6
312,9.5488e+11,260,188,277,301,91.3,90.3,117.2,290,49,19,25,27,12,14,12,2
313,6.9649e+22,254,232,405,258,62.1,96.2,193.4,221.2,55,15,33,36,12,0,2,2
314,9.0924e+26,290,574,696,376,81.4,162.4,142.3,182.9,57,28,30,54,8,6,4,2
315,5.6404e+14,766,765,620,483,81.9,142.9,72.8,220,136,32,30,47,0,0,10,8
316,6.1115e+36,609,512,438,224,84.4,153.6,58.4,191.4,114,16,17,22,14,4,4,4
317,1.1686e+30,811,292,252,212,93.5,66.1,195.3,92.2,74,51,54,52,10,0,6,2
318,1.2043e+22,841,371,199,188,93.2,50.7,122.3,95.4,80,33,41,49,6,0,4,2
319,6.1282e+32,578,289,259,587,95.4,54.9,65.6,47.2,56,31,24,18,2,4,2,0
320,Inf,563,261,256,832,102.3,103,73.4,47.5,83,35,16,21,35,0,6,6
321,9.9461e+23,199,254,237,448,95.6,121,162.8,100.4,85,9,11,23,35,4,6,4
322,1.9792e+28,227,437,321,409,77,58.1,378.4,163.9,24,26,39,48,11,8,0,16
323,6.4818e+30,318,328,181,210,313.3,117.8,101.4,130.4,41,8,1,11,14,0,4,2
324,Inf,275,300,164,238,185.4,99.7,108.1,149.5,34,20,26,24,11,4,14,6
325,Inf,257,175,223,595,125.7,187.4,112.3,170.8,17,9,34,14,16,2,8,2
326,Inf,264,236,476,786,104.7,199.2,155.4,147.5,33,33,39,28,14,6,12,0
327,Inf,275,276,885,1024,71.2,152.4,223.9,92,67,35,28,43,8,2,8,2
328,2.9177e+20,358,617,740,195,47.4,74.4,153.6,31,50,35,33,50,12,0,2,0
329,8.8057e+22,527,613,326,472,68,89.8,30.7,33.4,103,31,35,36,6,2,2,0
330,Inf,480,693,280,223,88.2,234.6,40.6,78,141,8,16,19,4,4,2,0
331,1.783e+30,360,243,317,157,117.4,198.1,115.8,68.8,104,30,33,25,2,2,2,6
332,Inf,480,267,320,138,110,65.9,91.7,53.8,21,17,21,31,4,0,2,2
333,Inf,571,324,170,366,77.7,136.1,53.2,77.4,15,9,9,36,19,6,4,4
334,Inf,208,299,190,425,154.6,158,69.6,59.6,58,23,8,28,20,2,6,0
335,Inf,171,299,271,550,312.7,112.8,95.4,36.3,115,4,9,43,26,2,12,2
336,7.9599e+33,193,306,239,569,45.5,69.2,159.7,60.8,90,8,16,41,7,6,10,10
337,Inf,554,354,233,236,173.9,175.8,96.3,129.6,41,8,1,11,2,3,5,1
338,1.1574e+34,481,335,203,269,138.6,114.2,97.4,175.7,34,20,26,24,0,3,11,3
339,7.7224e+28,257,218,259,875,159,102.6,113,226.1,17,9,34,14,17,5,0,0
340,5.7176e+27,336,202,538,926,140.9,124,168.3,144,33,33,39,28,8,3,0,0
341,Inf,253,239,851,782,86.6,108.1,404.2,89.2,67,35,28,43,0,3,1,0
342,Inf,283,391,533,315,33.1,58.8,55.4,34.2,50,35,33,50,0,0,0,0
343,1.187e+19,473,722,258,606,63.4,81.1,32.8,41.8,103,31,35,36,4,3,0,3
344,Inf,418,669,215,240,92.9,235.9,89.1,71.5,141,8,16,19,2,9,3,7
345,5.0311e+34,163,485,306,185,152.6,256.5,111.2,89.4,104,30,33,25,17,5,5,3
346,Inf,243,290,225,140,171.8,140,97.1,60.7,21,17,21,31,33,9,1,1
347,4.8475e+19,346,295,121,262,30.6,232.8,61.4,91.8,15,9,9,36,52,3,0,0
348,5.0356e+31,269,316,180,372,103.7,163.9,83.7,91.8,58,23,8,28,18,1,7,13
349,Inf,171,320,235,440,136.7,94,106.8,65,115,4,9,43,20,3,0,11
350,6.4143e+16,148,341,292,353,88.1,65.8,92,57.1,90,8,16,41,11,9,9,9
351,Inf,902,334,303,241,105.4,203.3,112.7,127.9,22,28,30,3,0,13,9,7
352,2.2083e+35,708,297,246,248,59.3,146.3,98.7,186.6,36,20,44,24,4,3,7,9
353,Inf,327,228,244,1099,133.1,85.2,88.8,261,41,20,41,8,14,1,1,0
354,Inf,395,211,425,843,159.6,76.9,108.6,113.3,27,58,50,32,8,5,1,3
355,5.1042e+34,394,220,789,924,240.7,58.2,160.2,69.3,54,11,15,28,12,0,5,0
356,6.1403e+34,217,469,480,765,52.7,43.2,47.2,78.6,50,12,14,9,10,0,0,3
357,4.0311e+20,285,546,216,984,59.7,74.3,76.2,134.2,6,6,27,4,6,7,1,7
358,5.6095e+20,281,934,165,484,94.3,126.6,133.2,92.5,65,16,8,9,4,11,0,3
359,5.9121e+16,248,612,301,241,195.5,104,135.9,88.3,89,21,14,32,45,13,14,10
360,Inf,351,425,185,202,242.7,121.7,112.1,100.2,52,17,19,4,57,9,0,7
361,Inf,404,270,126,254,66.2,128.9,78.7,137,63,14,23,48,83,1,5,1
362,1.6595e+27,309,302,193,318,92.9,64.4,104.8,127,76,24,38,43,11,5,13,7
363,Inf,152,328,261,341,94.5,50.1,107.9,74.7,96,49,44,78,2,3,3,12
364,5.5568e+21,424,406,290,288,102.9,54,72.4,95.7,92,32,25,38,8,17,12,12
365,Inf,938,204,270,251,84.7,80.9,116.7,146.9,22,28,30,3,4,5,5,3
366,Inf,606,140,237,371,68.8,114.8,98.8,285.3,36,20,44,24,8,1,0,3
367,1.9664e+33,227,199,185,182,40.8,115.7,62.8,94.9,41,20,41,8,14,0,3,5
368,Inf,201,242,170,314,52.7,92.5,48.7,112.5,27,58,50,32,4,0,0,0
369,8.7162e+25,179,323,327,398,120.6,74.3,43.5,205.4,54,11,15,28,2,0,1,5
370,4.1341e+25,181,1036,419,450,204.4,65.1,62.1,120.4,50,12,14,9,2,1,3,0
371,Inf,187,1058,172,532,130.3,42.9,78.4,114.8,6,6,27,4,0,7,1,1
372,8.2624e+33,156,1290,515,519,96.9,44.4,121.8,119.2,65,16,8,9,37,7,1,5
373,2.2488e+29,283,627,484,784,89.3,27.9,178.1,156.1,89,21,14,32,65,3,1,9
374,Inf,409,728,199,820,409.5,43.7,145,214.5,52,17,19,4,57,0,5,5
375,Inf,286,314,237,333,313,28.4,76.6,267.8,63,14,23,48,69,1,5,0
376,2.0513e+31,164,293,294,244,120.1,24.6,92.2,171.1,76,24,38,43,19,7,1,1
377,1.7627e+30,178,316,325,183,135,25.3,86.6,49.8,96,49,44,78,10,7,5,11
378,9.6911e+21,473,449,271,153,58.4,104.4,78.9,136.8,92,32,25,38,13,23,11,13
379,1.8555e+30,504,183,177,249,78.7,73.9,78.6,171.7,27,8,11,33,8,1,1,5
380,2.2426e+27,463,132,199,442,99.2,62.8,77.7,365.7,51,12,7,5,10,0,7,3
381,Inf,226,470,237,155,65.1,96,74.7,193.9,84,16,5,11,12,0,5,1
382,8.5043e+36,188,531,222,212,62.5,93.6,79.2,187.3,63,41,47,35,2,0,5,0
383,1.4151e+20,156,609,339,387,79.1,85.6,109.6,308.7,81,8,5,22,10,5,7,1
384,7.4216e+21,199,820,732,413,159.1,140.4,55.4,99.1,91,11,5,10,2,5,3,0
385,4.6948e+34,224,1186,324,440,167,409.5,37.8,97.6,61,3,18,20,27,5,5,0
386,Inf,195,831,344,518,159.5,115.3,67.8,109,76,27,39,27,60,3,3,0
387,1.4894e+33,279,480,724,758,163.1,24.1,185.6,157.6,103,73,96,68,65,0,0,0
388,2.6373e+23,383,393,591,534,234.6,32.2,160.9,173.2,42,60,68,50,38,0,0,0
389,3.056e+31,310,524,238,234,155.7,51.4,127.1,382.6,30,5,4,27,42,0,7,3
390,7.8257e+25,186,585,305,182,104.5,35.2,117.8,170.2,26,7,1,11,25,7,12,5
391,1.0708e+32,435,449,349,163,107,37.2,87.8,49.2,38,46,54,66,22,16,7,9
392,Inf,494,638,310,130,81.5,209.6,119.8,135.9,59,53,48,48,6,16,10,16
393,7.2975e+12,289,201,84,246,66.2,81.9,75.4,299.5,27,8,11,33,12,7,3,3
394,7.4895e+36,375,184,177,527,87.6,62,70.4,308.8,51,12,7,5,4,7,5,1
395,Inf,260,252,484,527,103.4,72.3,88.5,191.9,84,16,5,11,4,7,1,3
396,Inf,203,545,265,314,101.2,75,114.9,134,63,41,47,35,6,8,0,3
397,Inf,157,587,311,385,100.5,73.6,163.6,41,81,8,5,22,0,3,10,1
398,1.0909e+26,200,401,601,335,117.9,108.3,53.2,28.2,91,11,5,10,6,1,3,3
399,3.4763e+33,244,580,446,293,148,294.3,70.5,67.4,61,3,18,20,36,5,3,1
400,2.2756e+22,240,471,391,265,186.6,204.2,99.3,88.6,76,27,39,27,56,3,3,0
401,1.0912e+36,254,326,627,527,185.5,51.1,209.5,170.3,103,73,96,68,53,0,5,1
402,1.156e+26,346,312,594,339,195.8,58.1,172.3,92.8,42,60,68,50,39,1,8,1
403,3.9319e+22,358,481,494,205,147,105.6,173.1,104.5,30,5,4,27,36,3,6,5
404,4.6573e+23,253,696,555,161,118.8,39.2,185,89.6,26,7,1,11,6,12,3,10
405,3.2851e+32,502,966,303,157,99.8,195.4,84.5,49.9,38,46,54,66,11,8,1,5
406,Inf,525,557,288,265,38.9,292.3,214.2,135.9,59,53,48,48,7,3,6,27
407,2.2782e+06,170,368,266,657,85.3,119.1,145.1,169.3,46,50,69,66,7,15,3,1
408,7.9812e+15,216,274,331,481,75.8,116.2,203.6,283.6,45,46,63,26,5,13,1,5
409,6.2254e+09,321,497,462,420,133.4,118.9,226.6,179,58,31,54,16,5,11,1,5
410,2.0415e+14,254,716,310,448,253.6,71.8,126,195.8,81,41,69,36,9,5,1,1
411,1.4715e+28,210,435,265,413,269.1,62.7,76.8,369.3,111,23,40,23,3,0,7,0
412,4.4238e+09,283,235,286,280,110.9,64.5,56.8,158,134,36,37,15,0,0,5,5
413,1.4442e+21,262,233,568,293,89.3,69.2,96,112.7,120,51,26,21,47,5,1,3
414,3.389e+06,281,260,496,314,123.2,84.5,149.8,79.1,54,12,35,13,55,5,1,3
415,5.9968e+14,207,254,433,379,225,136.7,114.8,224.4,58,120,133,115,50,3,1,3
416,8.5781e+30,171,280,414,188,205.8,161.9,131.1,195.5,83,86,90,85,36,1,1,3
417,3.2906e+31,252,633,363,238,134.4,276.9,167.3,138.2,69,26,44,47,5,0,0,5
418,2.6249e+25,260,793,515,253,126.8,212.5,177.2,30.9,52,34,52,51,0,9,1,0
419,1.4847e+17,259,698,212,352,159.1,316.4,56.6,44.9,60,19,27,3,7,1,0,3
420,Inf,330,260,269,505,54.5,154.4,258.9,129.1,24,25,31,34,11,7,3,12
421,1.7528e+21,646,635,357,272,228.2,122.6,51.7,102.1,69,76,69,41,0,4,2,9
422,1.8849e+33,587,255,539,246,273.2,94.8,52.4,302.2,58,43,43,14,2,12,12,7
423,2.4831e+26,228,220,461,480,153.1,52.4,213.6,409.5,85,40,32,14,4,6,0,9
