Ind#,TDose,T1 Pos1,T1 Pos1,T1 Pos3,T2 Pos1,T2 Pos2,T2 Pos3,V Pre,DCE 1,DCE 2,DCE 3,T2w Pos1,T2w Pos2,T2w Pos3
160,33.323,160,178,133,2,10.9,10.3,194,394,430,433,-30,-27,-30
161,107.27,69,98,82,1.2,5.5,9.5,193,404,434,421,-17,-46,-9
162,3133.2,3,41,55,0.099998,0.6,2.6,197,399,425,434,-32,-46,-21
163,26691,-196,-159,-66,-32.8,-30.3,-31.7,194,398,443,429,-16,-32,-28
164,4.1369,159,128,115,-3.2,6.8,2.7,210,536,580,614,-24,-47,-35
165,19.63,173,145,93,10.4,17.4,17,213,469,513,515,10,-11,-10
166,20.718,158,176,66,8.2,12.4,10.1,211,415,433,424,-7,-25,-21
167,82.872,120,147,97,-4.1,2.1,-4,204,401,427,409,-14,-31,-26
168,2221,52,70,89,-11.2,-4.4,-8.9,217,407,418,417,-22,-16,-26
169,42724,-216,-215,-139,-18.8,-19.2,-15.4,207,409,437,417,-11,2,-31
170,2.6098,148,130,166,-3.5,2,13.8,210,536,580,614,-26,-47,-24
171,8.7404,176,139,129,5.7,10.4,25.6,213,469,513,515,-1,2,-19
172,21.151,168,165,83,11.1,16.7,15.4,211,415,433,424,-11,-34,-13
173,100.51,137,148,103,-1.1,7.8,-0.8,204,401,427,409,-33,-51,-9
174,2143.8,68,64,90,-13.9,-2.7,-10.5,217,407,418,417,-14,-34,-11
175,51896,-251,-283,-194,-25,-21.8,-14.5,207,409,437,417,-15,-33,-13
176,7.9963,200,145,190,6.1,7.4,35.9,212,498,546,532,-9,11,-45
177,25.965,198,167,123,11.4,16.1,19.9,219,405,454,442,-8,-20,-16
178,101.99,150,137,111,4.5,12.6,7.7,201,389,430,425,-23,-41,2
179,1238.5,64,46,66,-8.8,2.8,-2.9,214,380,416,402,-22,-45,-17
180,20116,-304,-350,-279,-35.2,-29.2,-23.7,213,380,427,409,-20,-41,-15
181,4.5207,242,185,287,19.2,14.7,51.6,212,498,546,532,-19,-35,-11
182,10.648,200,169,181,4.9,6.4,17.2,219,405,454,442,4,-4,-16
183,50.368,113,94,85,3.9,7,18.3,201,389,430,425,-32,-30,-16
184,10402,-12,-27,-71,-0.3,2.9,17.1,214,380,416,402,-40,-25,-41
185,28119,-580,-574,-693,-45.4,-45.2,-38.6,213,380,427,409,-35,-19,-43
186,1.504,249,208,272,23.2,21.4,46.3,206,503,556,546,-59,-70,8
187,4.6118,165,170,175,2,4.7,11.2,201,423,459,470,-27,-35,-20
188,93.233,66,73,61,-1,1.6,13.2,209,398,425,438,-21,-40,-15
189,28163,-68,-69,-146,-3.5,-2.2,13.7,205,381,415,420,-42,-42,-33
190,199.55,-590,-562,-773,-45.7,-50,-39.7,203,386,432,431,-43,-52,-33
191,3.7557,122,159,159,9.3,12,10.9,201,423,459,470,-36,-45,-25
192,27.412,27,62,40,-2.3,0.4,4.5,209,398,425,438,-31,-50,-11
193,55.333,-100,-70,-158,-12.6,-11,-6.6,205,381,415,420,-34,-65,4
194,2.4669,203,268,287,14.2,20.3,31.3,203,465,500,477,2,-11,-16
195,4.0082,187,201,295,6.5,12.5,12.7,203,389,406,393,0,-21,0
196,7.4503,101,111,163,-8.3,-2,-6.7,199,322,331,341,-47,-60,-1
197,95.129,-11,2,-48,-20.8,-15,-19.3,200,324,347,364,-57,-94,-14
198,4.5113,161,145,211,16,19.9,0.2,191,416,503,481,-77,-89,-37
199,3.1819,145,137,222,4.9,14.7,25.6,205,554,603,584,-27,-43,-53
200,3.7064,144,150,275,1.2,12.3,22.8,210,667,703,671,48,52,-49
201,8.0365,163,169,311,5.3,8.6,10.2,215,537,566,535,-9,-29,-10
202,21.332,108,105,156,1.4,3.4,8.8,216,359,369,380,-41,-53,0
203,375.61,15,3,-44,-7.8,-4.6,4.6,205,372,399,416,-55,-84,-24
204,2.4282,132,94,99,2.6,13.1,-2.5,191,416,503,481,-127,-142,-43
205,2.7265,168,137,188,10.2,20.5,28.7,205,554,603,584,-61,-87,-35
206,6.1451,164,158,258,8.8,18.9,24.1,210,667,703,671,79,53,-45
207,15.01,116,141,231,2.9,4.6,7.5,215,537,566,535,-25,-19,-18
208,63.093,57,72,85,-0.6,-1.8,9.4,216,359,369,380,-37,-27,-25
209,1300.6,-16,-21,-74,-5.3,-5.5,11.7,205,372,399,416,-40,-84,-9
210,4.0129,96,62,-17,-2.9,9,5.9,174,431,514,518,-133,-181,-26
211,3.6766,190,162,152,12.7,21.5,24.1,192,622,668,654,-34,-65,-34
212,10.507,204,197,254,16.4,25.5,23.5,210,659,709,685,59,9,-13
213,22.835,98,127,168,5.5,8.2,11.6,210,510,555,533,-27,-37,4
214,112.94,14,35,17,-1.8,-2.3,10.1,203,387,396,393,-24,-49,-8
215,5117.4,-49,-51,-101,-7.8,-8.4,11.9,197,385,417,424,-29,-51,-20
216,4.4262,198,153,82,13.6,23.7,8.8,192,622,668,654,-37,-47,-37
217,18.351,269,254,257,10.4,27.4,6.8,210,659,709,685,19,7,-26
218,34.866,137,148,172,7.8,20.8,20.2,210,510,555,533,-28,-64,0
219,164.7,20,31,35,3.3,9.4,18.2,203,387,396,393,-9,-30,-11
220,25151,-53,-43,-54,-6,-3,7.1,197,385,417,424,-19,-27,-34
221,4.6293,190,132,47,14.9,29.4,4.7,189,775,829,819,-54,-79,-35
222,19.896,264,232,203,10,29.2,2.9,208,554,629,621,20,22,-57
