Ind#,TDose,T1 Pos1,T1 Pos1,T1 Pos3,T2 Pos1,T2 Pos2,T2 Pos3,V Pre,DCE 1,DCE 2,DCE 3,T2w Pos1,T2w Pos2,T2w Pos3
228,0.0011445,0,-9,-4,8.8,-0.6,8,109,111,156,153,-22,-3,0
229,0.0051898,2,5,15,5.3,-0.2,8.6,116,131,167,191,-27,-10,-4
230,35.695,17,26,13,-3.6,1.2,3,117,137,186,196,-24,-10,-7
231,7.2371,39,30,21,-3,-0.5,1,120,141,209,204,-8,-12,-5
232,0.15714,59,23,40,-0.3,-1.8,1.2,118,159,185,189,11,2,-22
233,0.062755,74,41,52,3.8,0.3,4.7,121,167,193,184,13,16,-23
234,0.020392,69,49,39,4,1.2,5.3,129,170,178,184,-4,1,9
235,0.068465,58,29,39,3.6,-0.2,4.2,124,166,178,183,-5,-13,20
236,0.11122,65,36,42,1.9,-0.8,3,135,157,185,190,-28,-22,3
237,0.026624,75,51,32,0.7,-0.9,1.7,121,156,173,198,-41,-15,-6
238,0.0072478,55,48,12,0.7,-2.4,-1.2,119,155,167,199,-6,-27,21
239,1.1763e+05,-13,22,6,1.8,3.5,7.5,107,122,137,135,-2,-3,-17
240,0.087883,12,22,5,0.5,4.2,5.7,96,113,149,129,5,12,-24
241,0.0081961,26,7,1,6.9,5.3,8,102,108,162,131,-12,-8,15
242,0.0015993,28,3,18,7.4,2.5,10.1,109,111,156,153,-18,-6,-1
243,0.007034,18,6,30,4.4,0.8,11,116,131,167,191,-3,0,-5
244,0.17837,2,11,1,-1.9,1,5.8,117,137,186,196,2,0,8
245,0.24515,12,9,0,-0.6,1.2,3.9,120,141,209,204,8,-1,14
246,0.0041806,31,7,14,1.2,-0.099998,3.4,118,159,185,189,18,18,-10
247,0.12223,59,34,45,1.7,-0.3,4.5,121,167,193,184,18,-8,12
248,0.015176,55,43,31,2.2,1.2,5.2,129,170,178,184,8,-21,24
249,0.015579,45,25,26,3.9,1.6,5,124,166,178,183,-12,-7,17
250,0.070959,51,30,36,2.3,0.8,3.8,135,157,185,190,-6,7,0
251,0.11392,63,52,38,0.6,0.9,2.4,121,156,173,198,-17,-5,-3
252,0.074482,52,54,13,0.6,0.7,0.1,119,155,167,199,-26,-7,0
253,0.0046041,6,27,31,4,8.9,12,103,171,202,238,6,5,-5
254,0.003605,43,58,41,2.8,7.6,10,90,174,219,225,-2,16,-7
255,0.0089503,66,54,39,6.6,10.9,10.6,96,180,230,227,0,-9,24
256,0.0014337,53,31,49,5.9,8.4,13.4,103,190,255,256,3,2,9
257,0.1615,38,11,47,2.1,3,13.4,96,216,300,345,20,5,-10
258,0.031937,-4,-3,-7,-0.099998,0.2,8.4,111,218,317,353,28,1,4
259,0.0035433,-17,-15,-25,2.5,2.1,7.2,113,266,341,372,5,4,-6
260,0.003205,-11,-20,-17,4.2,2.7,6.6,107,293,313,350,9,12,9
261,0.012741,20,9,12,1.1,0.6,5.2,124,264,275,304,29,16,4
262,0.037387,29,20,10,-0.3,1.3,4.5,122,267,266,296,-3,-27,24
263,0.059222,31,21,13,3.8,4,4.6,125,261,285,283,-2,-19,27
264,0.066014,32,19,19,4.3,4.5,4.5,138,270,281,278,-6,7,-28
265,0.13332,40,32,26,2.5,4.1,3.5,125,281,272,286,-29,-7,-27
266,0.50598,37,47,18,0.9,2.9,0.6,121,267,280,294,-39,8,-30
267,0.0072493,70,53,78,7.1,13.2,17.8,103,171,202,238,-2,0,12
268,0.0040702,87,91,87,7.5,10.9,16.5,90,174,219,225,-12,-3,0
269,0.0013601,96,134,83,9.4,14.3,14.5,96,180,230,227,3,-5,11
270,0.0058737,102,108,90,8.4,15.2,17.6,103,190,255,256,8,4,-6
271,0.085054,99,66,87,6.3,11.3,19.8,96,216,300,345,-5,-10,-12
272,0.023773,59,7,38,4.9,1.7,13.3,111,218,317,353,-2,-10,-15
273,0.0039032,28,-15,14,6.3,4,8.8,113,266,341,372,-4,-9,-7
274,0.12147,6,-23,1,7.5,7.6,7.9,107,293,313,350,-9,7,1
275,0.20379,-27,-31,-39,5.2,6.5,8.1,124,264,275,304,14,15,1
276,0.03329,-13,-20,-33,1.5,3.4,5.4,122,267,266,296,15,-10,28
277,0.043835,20,9,11,0,3.3,2.8,125,261,285,283,4,-40,31
278,0.0042187,22,19,16,3.6,5.3,4.2,138,270,281,278,-30,-34,-19
279,0.011252,18,20,10,6,6.3,5,125,281,272,286,-27,-19,-9
280,1.1401,19,17,21,0.099998,0.3,-1.6,121,267,280,294,-29,-12,-19
281,0.06312,60,48,44,-1.7,-1.8,-2.2,102,178,172,195,-7,-10,-3
282,0.15557,62,50,37,-2.4,-3.8,-1,105,159,179,147,-13,-6,-3
283,0.1788,89,79,74,-5.5,-4.2,-0.8,102,127,191,145,-18,-18,2
284,0.039341,94,84,85,-4.2,-1.4,0,108,89,169,103,5,12,0
285,0.17635,94,72,74,0.1,2.5,1.8,108,87,121,163,-9,-1,16
286,103.84,71,50,39,4.1,3.6,4.2,111,93,137,140,-1,12,-8
287,0.31137,55,44,25,0.9,1,2.4,118,149,185,140,-2,6,-14
288,0.097359,34,35,14,-2.3,-0.9,0.6,113,168,197,177,25,6,15
289,0.019404,18,16,13,-0.6,-1.6,2.1,121,78,86,80,17,5,14
290,0.010435,15,6,23,0.7,-2.1,3.4,124,43,76,46,14,2,9
291,0.0056347,21,11,30,1.6,1.7,4.1,117,45,54,51,4,-2,-14
292,0.015904,39,29,34,3.2,3.2,4.8,116,39,94,105,-3,11,-31
293,0.025073,63,51,40,4.3,1.6,4.1,119,47,77,77,11,5,-8
294,0.0085141,52,59,24,2.6,-1.3,1.2,121,45,77,131,-2,-8,0
295,0.010349,29,20,33,-5.2,-6.6,-4.8,102,178,172,195,-17,-14,15
296,0.025337,25,19,18,-4.8,-6.9,-4.2,105,159,179,147,-7,-7,0
297,0.24824,58,57,45,-5.3,-5.4,-2.1,102,127,191,145,-1,-4,-6
298,0.17144,75,75,77,-4.4,-3.1,-0.099998,108,89,169,103,8,15,3
299,0.11132,78,78,84,-1.8,0,1.7,108,87,121,163,1,4,2
300,0.11907,53,41,40,2.1,3.6,3.2,111,93,137,140,17,18,-19
301,0.01197,58,45,37,1.5,1.9,1.8,118,149,185,140,2,32,-4
302,0.027563,54,48,34,0.5,0,0.8,113,168,197,177,23,23,-5
303,0.10067,23,2,7,0.9,-0.4,1.9,121,78,86,80,17,10,-1
304,0.010507,21,-12,4,1.9,-1.6,2.2,124,43,76,46,25,5,18
305,0.00317,35,22,15,2.7,-1,2.4,117,45,54,51,-2,-11,3
306,0.0055642,20,24,6,2.3,0.3,2.7,116,39,94,105,-30,-22,2
307,0.051944,8,9,-5,2.1,0.7,2.6,119,47,77,77,-17,-40,11
308,0.02579,15,4,-9,3.2,-1.4,-0.2,121,45,77,131,-6,-14,-19
309,0.0066992,40,29,37,-4.5,-6.8,-4.6,105,114,122,135,-13,-18,9
310,0.022949,39,34,33,-4.5,-6.5,-3.8,103,98,103,124,16,0,3
311,0.048924,62,56,42,-5.8,-5.3,-2.5,96,106,101,141,20,-1,0
312,0.10469,83,68,61,-3.8,-3.6,-0.8,105,120,126,143,10,16,-5
313,0.080307,80,65,73,0.3,-0.6,1.6,108,129,151,169,-12,-6,-15
314,0.15529,36,35,42,1.7,1.4,2.7,99,122,164,160,-2,-1,0
315,0.042056,45,36,35,0.3,0.6,1.4,111,155,182,165,-10,12,2
316,0.040024,52,42,40,0.3,-0.1,0.7,105,179,184,224,6,0,-3
317,0.031926,24,10,17,2.2,-0.9,1.6,114,146,156,172,25,10,-7
318,0.0043114,18,-6,5,2.9,-1.4,2.2,127,101,119,146,12,7,2
319,0.0025399,31,19,-1,2.7,-2,1.7,118,70,98,129,-6,7,-6
320,0.0042211,16,24,-9,1.4,-1.7,1.1,119,51,106,147,-20,-28,4
321,0.023374,-4,6,-21,0.7,-0.6,1.2,131,59,89,117,-1,-34,14
322,0.026099,-2,-19,-31,1.3,-0.3,0.3,131,28,39,18,22,-5,-13
323,0.085448,47,41,51,-1.3,-2.7,4,105,114,122,135,4,8,5
324,0.030782,65,60,63,0.5,-2.2,3.5,103,98,103,124,13,5,0
325,0.014046,57,27,37,-4.6,-3.7,0.5,96,106,101,141,15,2,-7
326,0.024197,59,8,22,-5,-3.7,0.2,105,120,126,143,7,14,-22
327,0.016634,59,13,19,-2.3,-3.8,1,108,129,151,169,6,-7,-8
